STATEMENT_ID,STATEMENT_DATE,OPERATION_LABEL,ADDITIONAL_LABEL,DEBIT,CREDIT,COMMENTS,RELATED_INVOICE_ID,RELATED_EXPENSE_ID,VALUE_DATE,SOURCE_FILENAME,MIME_TYPE,CREATED_AT
697,2025-07-21,VIR SEPA Laroche Bertin S.A.R,FACT FACT-2025-001538,,2495.64,Paiement conforme,1538.0,,2025-07-22,,,2025-07-21
698,2025-07-21,CHEQUE Lefebvre Université,FACTURE FACT-2025-001889,,1357.87,Paiement conforme,1889.0,,2025-07-22,,,2025-07-21
699,2025-07-21,VIR Martinez Université,PAIEMENT FACTURE FACT-2025-002078,,7911.65,Facture soldée,2078.0,,2025-07-22,,,2025-07-21
700,2025-07-21,REGLEMENT Benard,REF FACTURE FACT-2025-004250,,4866.88,,4250.0,,2025-07-21,,,2025-07-21
701,2025-07-21,PAIEMENT Laurent Lambert S.A.,FACT FACT-2025-004607,,260.42,Virement reçu,4607.0,,2025-07-21,,,2025-07-21
702,2025-07-21,CB Charles et Fils,FACT N°FACT-2025-004432,,7792.95,Paiement conforme,4432.0,,2025-07-23,,,2025-07-21
703,2025-07-21,VIR SEPA Pasquier Letellier S,N° FACT-2025-000219,,1614.22,Règlement client,219.0,,2025-07-22,,,2025-07-21
704,2025-07-21,REGLEMENT Cohen Lycée,N° FACT-2025-004311,,8848.18,Virement reçu,4311.0,,2025-07-22,,,2025-07-21
705,2025-07-21,CHEQUE Grenier-la-Forêt Hôp,FACTURE FACT-2025-002810,,7517.96,Virement reçu,2810.0,,2025-07-21,,,2025-07-21
706,2025-07-21,VIR Tanguy Mairie,REF FACT-2025-002370,,9790.11,Facture soldée,2370.0,,2025-07-21,,,2025-07-21
707,2025-07-21,PAIEMENT Dos Santosboeuf Mair,FACTURE FACT-2025-000676,,1230.59,Virement reçu,676.0,,2025-07-22,,,2025-07-21
708,2025-07-21,VIR SEPA Mathieu,FACTURE FACT-2025-003550,,4387.65,Virement reçu,3550.0,,2025-07-21,,,2025-07-21
709,2025-07-21,CHEQUE Merle,REF FACTURE FACT-2025-000473,,2387.57,Virement reçu,473.0,,2025-07-21,,,2025-07-21
710,2025-07-21,PRLV Michaud Préfecture,REF FACT-2025-000331,,960.16,Règlement client,331.0,,2025-07-23,,,2025-07-21
711,2025-07-21,PAIEMENT Rossi,REF FACT-2025-001187,,7524.94,Paiement conforme,1187.0,,2025-07-21,,,2025-07-21
712,2025-07-21,REGLEMENT Moulin Lycée,REGLEMENT FACT-2025-003573,,6923.91,,3573.0,,2025-07-21,,,2025-07-21
713,2025-07-21,CB Alexandre Boulanger ,FACT FACT-2025-002987,,7413.12,Règlement client,2987.0,,2025-07-21,,,2025-07-21
714,2025-07-21,VIR SEPA De Sousa,FACTURE FACT-2025-001622,,4303.66,Règlement client,1622.0,,2025-07-22,,,2025-07-21
715,2025-07-21,CHEQUE Jacob,REGLEMENT FACT-2025-002628,,3550.47,Facture soldée,2628.0,,2025-07-23,,,2025-07-21
716,2025-07-21,CHEQUE Cousin S.A.,REF FACTURE FACT-2025-003459,,11719.28,Virement reçu,3459.0,,2025-07-22,,,2025-07-21
717,2025-07-21,REGLEMENT Philippe S.A.R.L.,FACT FACT-2025-004709,,5704.33,Facture soldée,4709.0,,2025-07-23,,,2025-07-21
718,2025-07-21,VIR Perrot S.A.R.L.,FACTURE FACT-2025-001649,,9634.75,Règlement client,1649.0,,2025-07-23,,,2025-07-21
719,2025-07-21,PAIEMENT Saint Victordan Lycé,N° FACT-2025-004057,,6098.5,Virement reçu,4057.0,,2025-07-21,,,2025-07-21
720,2025-07-21,VIR Henry Université,REGLEMENT FACT-2025-000977,,5609.35,Virement reçu,977.0,,2025-07-21,,,2025-07-21
721,2025-07-21,VIR SEPA Ferrand,FACTURE FACT-2025-004088,,5281.56,Virement reçu,4088.0,,2025-07-21,,,2025-07-21
722,2025-07-21,CHEQUE Barbe Launay SARL,REF FACTURE FACT-2025-004886,,7433.03,Paiement conforme,4886.0,,2025-07-22,,,2025-07-21
723,2025-07-21,VIREMENT Martineau Lopes S.A.,REGLEMENT FACT-2025-004302,,6019.88,Paiement conforme,4302.0,,2025-07-23,,,2025-07-21
724,2025-07-21,PAIEMENT Hamon Collège,FACT N°FACT-2025-003373,,5785.24,,3373.0,,2025-07-23,,,2025-07-21
725,2025-07-21,PRLV Letellier,REF FACT-2025-004095,,5980.29,Paiement conforme,4095.0,,2025-07-21,,,2025-07-21
726,2025-07-21,PRLV Bodindan Lycée,REF FACTURE FACT-2025-000044,,1146.82,Virement reçu,44.0,,2025-07-23,,,2025-07-21
727,2025-07-21,VIR SEPA Lebrun Préfecture,REF FACT-2025-004256,,4449.44,Paiement conforme,4256.0,,2025-07-22,,,2025-07-21
728,2025-07-21,REGLEMENT Schneider Conseil Dé,FACTURE FACT-2025-004501,,4212.86,Règlement client,4501.0,,2025-07-21,,,2025-07-21
729,2025-07-21,VIREMENT Chrétien-sur-Tanguy ,FACT N°FACT-2025-003774,,3731.31,Paiement conforme,3774.0,,2025-07-23,,,2025-07-21
730,2025-07-21,VIR Bigot,REF FACT-2025-001216,,4138.48,Règlement client,1216.0,,2025-07-21,,,2025-07-21
731,2025-07-21,PRLV Blondel Hôpital,REF FACTURE FACT-2025-002763,,610.37,Paiement conforme,2763.0,,2025-07-22,,,2025-07-21
732,2025-07-21,VIREMENT Alexandre Collège,PAIEMENT FACTURE FACT-2025-003625,,3448.59,Paiement conforme,3625.0,,2025-07-21,,,2025-07-21
733,2025-07-21,REGLEMENT Becker et Fils,FACTURE FACT-2025-004211,,220.22,Paiement conforme,4211.0,,2025-07-22,,,2025-07-21
734,2025-07-21,VIR Giraud,PAIEMENT FACTURE FACT-2025-003353,,6206.29,Règlement client,3353.0,,2025-07-23,,,2025-07-21
735,2025-07-21,REGLEMENT Pierre Chevalier S.A,REF FACT-2025-003928,,8930.09,Facture soldée,3928.0,,2025-07-23,,,2025-07-21
736,2025-07-21,PAIEMENT David,FACT N°FACT-2025-004430,,4481.3,Paiement conforme,4430.0,,2025-07-21,,,2025-07-21
737,2025-07-21,REGLEMENT Marie Lycée,REF FACT-2025-001982,,4536.84,Virement reçu,1982.0,,2025-07-23,,,2025-07-21
738,2025-07-21,PRLV Saint Michelle Lycée,N° FACT-2025-001202,,5032.54,Règlement client,1202.0,,2025-07-23,,,2025-07-21
739,2025-07-21,PRLV Pelletier Mairie,FACT FACT-2025-002049,,4031.85,Facture soldée,2049.0,,2025-07-23,,,2025-07-21
740,2025-07-21,PAIEMENT Mendès,N° FACT-2025-003548,,3552.05,,3548.0,,2025-07-23,,,2025-07-21
741,2025-07-21,VIR Pascal-sur-Chartier ,FACT N°FACT-2025-001196,,5870.28,Règlement client,1196.0,,2025-07-21,,,2025-07-21
742,2025-07-21,PRLV Dumasboeuf Universit,FACT N°FACT-2025-000425,,8962.84,,425.0,,2025-07-21,,,2025-07-21
743,2025-07-21,VIREMENT Lebrun Lycée,PAIEMENT FACTURE FACT-2025-001866,,5164.12,Facture soldée,1866.0,,2025-07-22,,,2025-07-21
744,2025-07-21,VIR Dubois,FACTURE FACT-2025-003954,,6585.9,,3954.0,,2025-07-23,,,2025-07-21
745,2025-07-21,PRLV BaronVille Mairie,FACT N°FACT-2025-002494,,5616.65,Paiement conforme,2494.0,,2025-07-21,,,2025-07-21
746,2025-07-21,VIR Roux Leclercq et Fil,REF FACT-2025-003499,,10821.52,Facture soldée,3499.0,,2025-07-23,,,2025-07-21
747,2025-07-21,VIREMENT Cohen Leroux S.A.,N° FACT-2025-001254,,10275.98,Paiement conforme,1254.0,,2025-07-22,,,2025-07-21
748,2025-07-21,VIREMENT Clément SA,FACTURE FACT-2025-004959,,9616.78,Virement reçu,4959.0,,2025-07-22,,,2025-07-21
749,2025-07-21,PAIEMENT Renault Université,PAIEMENT FACTURE FACT-2025-000222,,637.66,,222.0,,2025-07-22,,,2025-07-21
750,2025-07-21,VIR Robin Wagner SA,FACT FACT-2025-001183,,4467.43,Virement reçu,1183.0,,2025-07-21,,,2025-07-21
751,2025-07-21,PAIEMENT Meyer SA,FACT N°FACT-2025-002999,,3325.4,Virement reçu,2999.0,,2025-07-23,,,2025-07-21
752,2025-07-21,CHEQUE Saint Amélienec Univ,REF FACTURE FACT-2025-003901,,1023.01,,3901.0,,2025-07-21,,,2025-07-21
753,2025-07-21,REGLEMENT Thomas,N° FACT-2025-002880,,2658.66,Virement reçu,2880.0,,2025-07-21,,,2025-07-21
754,2025-07-21,PRLV Dubois S.A.S.,REGLEMENT FACT-2025-001818,,11202.72,Règlement client,1818.0,,2025-07-23,,,2025-07-21
755,2025-07-21,CHEQUE Pereira Girard S.A.R,REGLEMENT FACT-2025-002420,,1219.44,Virement reçu,2420.0,,2025-07-21,,,2025-07-21
756,2025-07-21,CB Muller-sur-Ribeiro M,REF FACTURE FACT-2025-002372,,933.16,Virement reçu,2372.0,,2025-07-23,,,2025-07-21
757,2025-07-21,VIREMENT Lebon Weber S.A.S.,FACTURE FACT-2025-000686,,5634.55,Paiement conforme,686.0,,2025-07-22,,,2025-07-21
758,2025-07-21,REGLEMENT Saint ÉlisabethVille,N° FACT-2025-003571,,158.65,Virement reçu,3571.0,,2025-07-23,,,2025-07-21
759,2025-07-21,VIREMENT Roux Leclercq et Fil,FACT FACT-2025-004798,,10362.45,Virement reçu,4798.0,,2025-07-22,,,2025-07-21
760,2025-07-21,PRLV Blanc SARL,REF FACTURE FACT-2025-004162,,10317.82,Facture soldée,4162.0,,2025-07-23,,,2025-07-21
761,2025-07-21,VIR Klein,FACTURE FACT-2025-004538,,8867.53,,4538.0,,2025-07-23,,,2025-07-21
762,2025-07-21,CB Bouchet,REF FACT-2025-001139,,9155.64,,1139.0,,2025-07-21,,,2025-07-21
763,2025-07-21,PAIEMENT Lemonnier Université,FACT FACT-2025-001013,,8374.6,Facture soldée,1013.0,,2025-07-23,,,2025-07-21
764,2025-07-21,VIREMENT Delahaye Hernandez S,PAIEMENT FACTURE FACT-2025-002023,,9282.57,Paiement conforme,2023.0,,2025-07-22,,,2025-07-21
765,2025-07-21,REGLEMENT Laporte Huet S.A.S.,REF FACT-2025-000140,,11733.6,,140.0,,2025-07-23,,,2025-07-21
766,2025-07-21,CB Rousseau SA,PAIEMENT FACTURE FACT-2025-002271,,1773.43,Virement reçu,2271.0,,2025-07-23,,,2025-07-21
767,2025-07-21,VIR Becker,N° FACT-2025-001037,,4984.85,,1037.0,,2025-07-22,,,2025-07-21
768,2025-07-21,PAIEMENT Fernandez Conseil Dé,FACT FACT-2025-001852,,3404.75,Virement reçu,1852.0,,2025-07-21,,,2025-07-21
769,2025-07-21,PRLV Guichard SARL,REGLEMENT FACT-2025-003133,,3346.33,Facture soldée,3133.0,,2025-07-23,,,2025-07-21
770,2025-07-21,PRLV Tanguy,FACTURE FACT-2025-004354,,708.3,Règlement client,4354.0,,2025-07-23,,,2025-07-21
771,2025-07-21,REGLEMENT Carre,N° FACT-2025-003416,,10952.25,Règlement client,3416.0,,2025-07-22,,,2025-07-21
772,2025-07-21,PRLV Leclerc Lycée,N° FACT-2025-003211,,9448.75,,3211.0,,2025-07-23,,,2025-07-21
773,2025-07-21,VIR Sauvage-les-Bains Ma,FACTURE FACT-2025-003284,,3478.21,,3284.0,,2025-07-22,,,2025-07-21
774,2025-07-21,VIR Lucas Conseil Départ,REGLEMENT FACT-2025-000142,,8042.0,Paiement conforme,142.0,,2025-07-21,,,2025-07-21
775,2025-07-21,VIR Tanguy Mairie,REF FACTURE FACT-2025-002055,,7816.73,,2055.0,,2025-07-21,,,2025-07-21
776,2025-07-21,CB Lemoine,PAIEMENT FACTURE FACT-2025-002354,,7099.18,Facture soldée,2354.0,,2025-07-23,,,2025-07-21
777,2025-07-21,VIR SEPA Merle,FACT FACT-2025-003483,,5739.93,Virement reçu,3483.0,,2025-07-22,,,2025-07-21
778,2025-07-21,CHEQUE Courtois Maury SA,PAIEMENT FACTURE FACT-2025-000073,,3390.57,Facture soldée,73.0,,2025-07-23,,,2025-07-21
779,2025-07-21,VIREMENT Morin S.A.R.L.,FACT FACT-2025-000732,,4653.38,,732.0,,2025-07-21,,,2025-07-21
780,2025-07-21,CB Gallet-sur-Marion Un,REF FACTURE FACT-2025-001174,,9673.02,Règlement client,1174.0,,2025-07-21,,,2025-07-21
781,2025-07-21,PAIEMENT Rossi,FACT N°FACT-2025-004142,,553.1,Virement reçu,4142.0,,2025-07-23,,,2025-07-21
782,2025-07-21,VIR SEPA Rodrigues et Fils,FACT N°FACT-2025-002465,,2209.0,Règlement client,2465.0,,2025-07-22,,,2025-07-21
783,2025-07-21,VIREMENT Joseph Université,PAIEMENT FACTURE FACT-2025-001778,,1353.94,Facture soldée,1778.0,,2025-07-23,,,2025-07-21
784,2025-07-21,VIR Munoz,FACT FACT-2025-000233,,1537.87,Paiement conforme,233.0,,2025-07-22,,,2025-07-21
785,2025-07-21,PRLV Saint Louise Préfect,FACT N°FACT-2025-004270,,7996.91,,4270.0,,2025-07-22,,,2025-07-21
786,2025-07-21,VIR SEPA Maurice et Fils,REF FACT-2025-000533,,10547.28,Facture soldée,533.0,,2025-07-23,,,2025-07-21
787,2025-07-21,PRLV François Marchal S.A,REF FACT-2025-004589,,5344.73,Facture soldée,4589.0,,2025-07-23,,,2025-07-21
788,2025-07-21,CHEQUE Gérard Ramos SA,PAIEMENT FACTURE FACT-2025-001722,,2167.9,Paiement conforme,1722.0,,2025-07-23,,,2025-07-21
789,2025-07-21,CHEQUE Guillaume,FACT FACT-2025-004516,,7358.24,,4516.0,,2025-07-21,,,2025-07-21
790,2025-07-21,CHEQUE Schmitt,REF FACTURE FACT-2025-001777,,7657.23,Facture soldée,1777.0,,2025-07-23,,,2025-07-21
791,2025-07-21,VIR SEPA Delmas Blanchard SAR,FACTURE FACT-2025-000726,,10506.84,Virement reçu,726.0,,2025-07-21,,,2025-07-21
792,2025-07-21,PRLV Breton Guichard S.A.,N° FACT-2025-000556,,9154.21,Règlement client,556.0,,2025-07-23,,,2025-07-21
793,2025-07-21,VIR Jacquet SA,FACT N°FACT-2025-002330,,4018.89,,2330.0,,2025-07-21,,,2025-07-21
794,2025-07-21,VIR SEPA Bodin-la-Forêt Collè,N° FACT-2025-004827,,3035.26,,4827.0,,2025-07-22,,,2025-07-21
795,2025-07-21,PRLV Gilles Mairie,REGLEMENT FACT-2025-000682,,1995.0,Virement reçu,682.0,,2025-07-23,,,2025-07-21
796,2025-07-21,REGLEMENT Merle SARL,PAIEMENT FACTURE FACT-2025-004998,,10823.8,Facture soldée,4998.0,,2025-07-23,,,2025-07-21
797,2025-07-21,PAIEMENT Berthelot Collège,REGLEMENT FACT-2025-002189,,8247.4,Règlement client,2189.0,,2025-07-22,,,2025-07-21
798,2025-07-21,CB Lefort,FACT FACT-2025-001920,,7492.0,Règlement client,1920.0,,2025-07-23,,,2025-07-21
799,2025-07-21,CHEQUE Moulinnec Hôpital,REGLEMENT FACT-2025-000705,,1110.4,,705.0,,2025-07-21,,,2025-07-21
800,2025-07-21,VIR SEPA Imbert Conseil Dépar,FACT N°FACT-2025-000849,,5825.8,Règlement client,849.0,,2025-07-21,,,2025-07-21
801,2025-07-21,CB Guichard SARL,FACT FACT-2025-000557,,2470.09,Règlement client,557.0,,2025-07-21,,,2025-07-21
802,2025-07-21,CHEQUE Berthelot Collège,N° FACT-2025-004726,,5896.83,Règlement client,4726.0,,2025-07-22,,,2025-07-21
803,2025-07-21,PRLV Rodriguez,REF FACT-2025-003114,,952.07,Facture soldée,3114.0,,2025-07-22,,,2025-07-21
804,2025-07-21,PRLV Saint Véronique-les-,REF FACTURE FACT-2025-002844,,9530.72,,2844.0,,2025-07-22,,,2025-07-21
805,2025-07-21,REGLEMENT Fernandes,N° FACT-2025-002245,,4713.34,,2245.0,,2025-07-23,,,2025-07-21
806,2025-07-21,PAIEMENT Jourdan Carre SA,REF FACTURE FACT-2025-001677,,4482.83,Virement reçu,1677.0,,2025-07-21,,,2025-07-21
807,2025-07-21,PRLV Bonnet SARL,FACT N°FACT-2025-001446,,1473.33,Virement reçu,1446.0,,2025-07-21,,,2025-07-21
808,2025-07-21,VIREMENT Maury Université,REF FACT-2025-002571,,3382.53,Paiement conforme,2571.0,,2025-07-23,,,2025-07-21
809,2025-07-21,VIREMENT Saint Clémence Lycée,FACT FACT-2025-000444,,179.32,Facture soldée,444.0,,2025-07-23,,,2025-07-21
810,2025-07-21,CHEQUE Le Gall S.A.S.,FACT FACT-2025-001035,,4998.13,,1035.0,,2025-07-21,,,2025-07-21
811,2025-07-21,VIR Delmas-sur-Gros Mair,REGLEMENT FACT-2025-001213,,6666.7,Règlement client,1213.0,,2025-07-22,,,2025-07-21
812,2025-07-21,PAIEMENT Poirier Collège,REF FACTURE FACT-2025-001484,,10211.34,Paiement conforme,1484.0,,2025-07-21,,,2025-07-21
813,2025-07-21,PRLV Sainte Anouk Mairie,N° FACT-2025-000453,,7354.45,,453.0,,2025-07-21,,,2025-07-21
814,2025-07-21,VIREMENT Lopes-les-Bains Coll,PAIEMENT FACTURE FACT-2025-002794,,1491.43,Paiement conforme,2794.0,,2025-07-21,,,2025-07-21
815,2025-07-21,VIREMENT Legrand,FACT FACT-2025-000582,,1433.61,Facture soldée,582.0,,2025-07-21,,,2025-07-21
816,2025-07-21,VIREMENT Bouvier Conseil Dépa,REF FACT-2025-000857,,3347.64,Règlement client,857.0,,2025-07-22,,,2025-07-21
817,2025-07-21,REGLEMENT Saint Camillenec Mai,FACT N°FACT-2025-003255,,6265.35,Règlement client,3255.0,,2025-07-23,,,2025-07-21
818,2025-07-21,REGLEMENT Lemonnierdan Collège,FACTURE FACT-2025-004615,,8452.3,Paiement conforme,4615.0,,2025-07-21,,,2025-07-21
819,2025-07-21,VIREMENT Clément Delmas S.A.,FACT FACT-2025-004296,,178.82,,4296.0,,2025-07-21,,,2025-07-21
820,2025-07-21,PAIEMENT Pierre Chevalier S.A,PAIEMENT FACTURE FACT-2025-003848,,711.35,Virement reçu,3848.0,,2025-07-22,,,2025-07-21
821,2025-07-21,REGLEMENT Saint Huguesdan Hôpi,FACT N°FACT-2025-002019,,963.96,Règlement client,2019.0,,2025-07-23,,,2025-07-21
822,2025-07-21,VIR SEPA Bonneau Conseil Dépa,REF FACTURE FACT-2025-004230,,6785.4,Facture soldée,4230.0,,2025-07-23,,,2025-07-21
823,2025-07-21,VIREMENT Sainte Olivierboeuf ,REF FACTURE FACT-2025-002159,,4462.74,,2159.0,,2025-07-23,,,2025-07-21
824,2025-07-21,CHEQUE Perrot,N° FACT-2025-000261,,7962.31,Virement reçu,261.0,,2025-07-21,,,2025-07-21
825,2025-07-21,VIR Peltier,N° FACT-2025-002031,,1039.51,Règlement client,2031.0,,2025-07-23,,,2025-07-21
826,2025-07-21,PAIEMENT Techer Collège,REF FACTURE FACT-2025-004780,,2003.44,Virement reçu,4780.0,,2025-07-22,,,2025-07-21
827,2025-07-21,VIR SEPA Saint Victordan Lycé,REF FACTURE FACT-2025-001746,,862.77,Facture soldée,1746.0,,2025-07-22,,,2025-07-21
828,2025-07-21,VIR SEPA Ruiz S.A.R.L.,FACTURE FACT-2025-004165,,8815.87,Règlement client,4165.0,,2025-07-21,,,2025-07-21
829,2025-07-21,VIR SEPA Deschamps-sur-George,REGLEMENT FACT-2025-002241,,6960.71,Virement reçu,2241.0,,2025-07-21,,,2025-07-21
830,2025-07-21,VIR DelahayeBourg Préfec,FACTURE FACT-2025-000377,,926.4,Règlement client,377.0,,2025-07-23,,,2025-07-21
831,2025-07-21,VIR Duhamel,FACTURE FACT-2025-004090,,8813.08,Virement reçu,4090.0,,2025-07-22,,,2025-07-21
832,2025-07-21,PRLV Riou Costa S.A.R.L.,REF FACTURE FACT-2025-003616,,5772.23,,3616.0,,2025-07-22,,,2025-07-21
833,2025-07-21,PAIEMENT Nguyen Mairie,FACTURE FACT-2025-002793,,6290.42,,2793.0,,2025-07-23,,,2025-07-21
834,2025-07-21,VIREMENT Ollivier,FACT N°FACT-2025-000514,,5866.74,Facture soldée,514.0,,2025-07-23,,,2025-07-21
835,2025-07-21,VIR SEPA Dupuis,REF FACT-2025-004744,,10224.69,Facture soldée,4744.0,,2025-07-21,,,2025-07-21
836,2025-07-21,VIR Auger-sur-Bodin Hôpi,REF FACT-2025-001442,,4715.32,Virement reçu,1442.0,,2025-07-23,,,2025-07-21
837,2025-07-21,PAIEMENT BaronBourg Hôpital,REF FACT-2025-002766,,138.82,Paiement conforme,2766.0,,2025-07-23,,,2025-07-21
838,2025-07-21,PRLV Marty Ribeiro SARL,REGLEMENT FACT-2025-004267,,1860.78,Règlement client,4267.0,,2025-07-23,,,2025-07-21
839,2025-07-21,VIREMENT Moreno S.A.,REGLEMENT FACT-2025-002833,,2133.68,Paiement conforme,2833.0,,2025-07-21,,,2025-07-21
840,2025-07-21,REGLEMENT Moreno SA,N° FACT-2025-004723,,1477.66,,4723.0,,2025-07-21,,,2025-07-21
841,2025-07-21,PRLV Cohen SARL,REF FACTURE FACT-2025-002695,,11063.9,Virement reçu,2695.0,,2025-07-21,,,2025-07-21
842,2025-07-21,PRLV Pons,REGLEMENT FACT-2025-002540,,11579.65,Facture soldée,2540.0,,2025-07-21,,,2025-07-21
843,2025-07-21,REGLEMENT Pelletier Mairie,N° FACT-2025-004913,,9115.36,,4913.0,,2025-07-21,,,2025-07-21
844,2025-07-21,REGLEMENT Guichard,FACT N°FACT-2025-000389,,4844.86,Facture soldée,389.0,,2025-07-22,,,2025-07-21
845,2025-07-21,VIR Benard Chauveau et F,FACT FACT-2025-000394,,8108.51,Facture soldée,394.0,,2025-07-23,,,2025-07-21
846,2025-07-21,CB Giraud S.A.,FACTURE FACT-2025-000156,,8170.67,Virement reçu,156.0,,2025-07-21,,,2025-07-21
847,2025-07-21,PAIEMENT Guillou,REF FACTURE FACT-2025-003151,,11130.28,Règlement client,3151.0,,2025-07-23,,,2025-07-21
848,2025-07-21,PAIEMENT Alves,REF FACTURE FACT-2025-000232,,2686.85,Paiement conforme,232.0,,2025-07-21,,,2025-07-21
849,2025-07-21,REGLEMENT Prévost,N° FACT-2025-003729,,8313.41,Virement reçu,3729.0,,2025-07-22,,,2025-07-21
850,2025-07-21,VIREMENT Besnard,FACT FACT-2025-004732,,4233.2,Virement reçu,4732.0,,2025-07-22,,,2025-07-21
851,2025-07-21,REGLEMENT Guillot Coste SARL,N° FACT-2025-001291,,7771.66,Paiement conforme,1291.0,,2025-07-23,,,2025-07-21
852,2025-07-21,CB Gillet,REF FACT-2025-001058,,3717.93,Facture soldée,1058.0,,2025-07-22,,,2025-07-21
853,2025-07-21,PRLV Klein,REF FACTURE FACT-2025-003559,,9320.28,Facture soldée,3559.0,,2025-07-21,,,2025-07-21
854,2025-07-21,REGLEMENT Grégoirenec Collège,REF FACTURE FACT-2025-004097,,1375.62,Paiement conforme,4097.0,,2025-07-22,,,2025-07-21
855,2025-07-21,CHEQUE Maurice,FACT FACT-2025-000052,,5281.34,Paiement conforme,52.0,,2025-07-22,,,2025-07-21
856,2025-07-21,REGLEMENT Vallée,REF FACTURE FACT-2025-002432,,4098.03,,2432.0,,2025-07-23,,,2025-07-21
857,2025-07-21,VIR SEPA Petit Dupont S.A.S.,REGLEMENT FACT-2025-004578,,1051.46,Virement reçu,4578.0,,2025-07-22,,,2025-07-21
858,2025-07-21,REGLEMENT Perret,FACT FACT-2025-002141,,3883.16,Règlement client,2141.0,,2025-07-21,,,2025-07-21
859,2025-07-21,REGLEMENT Imbertboeuf Lycée,PAIEMENT FACTURE FACT-2025-000968,,3648.71,Règlement client,968.0,,2025-07-22,,,2025-07-21
860,2025-07-21,PRLV Lacombedan Collège,N° FACT-2025-001956,,1572.21,,1956.0,,2025-07-21,,,2025-07-21
861,2025-07-21,VIR Vallet S.A.R.L.,REF FACT-2025-002605,,10320.0,Règlement client,2605.0,,2025-07-21,,,2025-07-21
862,2025-07-21,VIR SEPA Rodriguez,REF FACTURE FACT-2025-001131,,10849.47,Virement reçu,1131.0,,2025-07-21,,,2025-07-21
863,2025-07-21,REGLEMENT Lefèvre Université,REGLEMENT FACT-2025-004765,,5596.68,,4765.0,,2025-07-21,,,2025-07-21
864,2025-07-21,PAIEMENT Cohen S.A.R.L.,FACTURE FACT-2025-002075,,6139.38,Virement reçu,2075.0,,2025-07-21,,,2025-07-21
865,2025-07-21,CHEQUE Sainte Maggie-la-For,REGLEMENT FACT-2025-003278,,6986.19,Paiement conforme,3278.0,,2025-07-22,,,2025-07-21
866,2025-07-21,VIR Vincent Paul S.A.,REF FACTURE FACT-2025-001994,,8338.56,Virement reçu,1994.0,,2025-07-22,,,2025-07-21
867,2025-07-21,VIR Perrot,REF FACT-2025-002307,,2192.23,,2307.0,,2025-07-23,,,2025-07-21
868,2025-07-21,VIREMENT Labbé,PAIEMENT FACTURE FACT-2025-000811,,6692.05,Facture soldée,811.0,,2025-07-22,,,2025-07-21
869,2025-07-21,VIREMENT Charpentier SA,FACTURE FACT-2025-002986,,8299.37,,2986.0,,2025-07-23,,,2025-07-21
870,2025-07-21,PAIEMENT Legros,FACT FACT-2025-001728,,3290.94,,1728.0,,2025-07-21,,,2025-07-21
871,2025-07-21,CB Regnier,REGLEMENT FACT-2025-003049,,7138.89,Paiement conforme,3049.0,,2025-07-22,,,2025-07-21
872,2025-07-21,PRLV Pasquier Letellier S,REGLEMENT FACT-2025-003601,,9886.68,Règlement client,3601.0,,2025-07-21,,,2025-07-21
873,2025-07-21,VIR Henry Carre SARL,REGLEMENT FACT-2025-003808,,1681.67,Paiement conforme,3808.0,,2025-07-21,,,2025-07-21
874,2025-07-21,VIREMENT Perrot,REGLEMENT FACT-2025-000447,,5088.76,Facture soldée,447.0,,2025-07-23,,,2025-07-21
875,2025-07-21,PRLV Saint Camillenec Mai,FACT N°FACT-2025-002179,,6908.06,Virement reçu,2179.0,,2025-07-22,,,2025-07-21
876,2025-07-21,PRLV Barbenec Collège,REGLEMENT FACT-2025-003338,,8455.19,Paiement conforme,3338.0,,2025-07-22,,,2025-07-21
877,2025-07-21,PAIEMENT Dumas Préfecture,REGLEMENT FACT-2025-004513,,7210.36,Virement reçu,4513.0,,2025-07-21,,,2025-07-21
878,2025-07-21,VIR Pelletier,FACT FACT-2025-001925,,10023.79,Virement reçu,1925.0,,2025-07-22,,,2025-07-21
879,2025-07-21,PAIEMENT Giraud,REF FACTURE FACT-2025-002930,,7419.94,Virement reçu,2930.0,,2025-07-21,,,2025-07-21
880,2025-07-21,REGLEMENT Charrier Lycée,REF FACT-2025-003569,,7724.78,Règlement client,3569.0,,2025-07-22,,,2025-07-21
881,2025-07-21,CHEQUE Roche,N° FACT-2025-000812,,7460.61,Facture soldée,812.0,,2025-07-22,,,2025-07-21
882,2025-07-21,REGLEMENT Sainte Sabinedan Uni,PAIEMENT FACTURE FACT-2025-000138,,6491.55,Virement reçu,138.0,,2025-07-23,,,2025-07-21
883,2025-07-21,REGLEMENT Le Goff Collège,FACT FACT-2025-003377,,2542.29,,3377.0,,2025-07-23,,,2025-07-21
884,2025-07-21,PAIEMENT Marchand Morel SARL,REF FACTURE FACT-2025-004583,,1122.36,Règlement client,4583.0,,2025-07-22,,,2025-07-21
885,2025-07-21,PRLV Morin S.A.R.L.,FACT FACT-2025-000086,,189.25,Règlement client,86.0,,2025-07-21,,,2025-07-21
886,2025-07-21,CB TeixeiraVille Consei,FACT N°FACT-2025-000056,,7993.72,Virement reçu,56.0,,2025-07-23,,,2025-07-21
887,2025-07-21,REGLEMENT Pascal Lycée,PAIEMENT FACTURE FACT-2025-001252,,8200.33,Règlement client,1252.0,,2025-07-21,,,2025-07-21
