INVOICE_ID,CLIENT_ID,INVOICE_DATE,PAYMENT_DATE,STATUS,INVOICE_NUMBER,INVOICE_YEAR,PO,PU,QUANTITY,ELECTRONIC_DATE,PHYSICAL_DATE,EXPECTED_PAYMENT_DATE,LABEL,CLIENT_TYPE,CREATED_AT,TOTAL_HT,AMOUNT_TTC,MONTANT_TVA,RAS_5P,RAS_TVA,AMOUNT_TO_PAY
305,649,2025-07-22,2025-07-22,PARTIAL,FACT-2025-000305,2025,PO-7112,778.97,5,2025-07-23,2025-07-27,2025-09-29,Prestation L'avantage de changer naturellement,PRIVATE,2025-07-22,3894.83,4673.8,778.97,0.0,0.0,4673.8
306,15,2025-07-22,2025-07-22,PAID,FACT-2025-000306,2025,PO-6641,1.5,94,2025-07-23,2025-07-28,2025-08-30,Prestation Le confort d'évoluer avant-tout,PRIVATE,2025-07-22,140.83,148.58,7.75,0.0,0.0,148.58
307,320,2025-07-22,2025-07-22,PAID,FACT-2025-000307,2025,PO-5764,347.84,9,2025-07-22,2025-07-23,2025-09-24,Prestation L'assurance d'innover à l'état pur,PRIVATE,2025-07-22,3130.54,3302.72,172.18,0.0,0.0,3302.72
308,467,2025-07-22,2025-07-22,PAID,FACT-2025-000308,2025,PO-9031,493.94,18,2025-07-24,2025-07-29,2025-10-12,Prestation La possibilité d'atteindre vos buts à la pointe,PUBLIC,2025-07-22,8890.94,10669.13,1778.19,444.55,1333.64,8890.94
309,368,2025-07-22,2025-07-22,PAID,FACT-2025-000309,2025,,136.52,17,2025-07-22,2025-07-24,2025-09-26,Prestation L'assurance de rouler sans soucis,PRIVATE,2025-07-22,2320.78,2448.42,127.64,0.0,0.0,2448.42
311,385,2025-07-22,2025-07-22,PAID,FACT-2025-000311,2025,PO-1323,854.26,7,2025-07-24,2025-07-27,2025-10-13,Prestation Le plaisir de louer avant-tout,PRIVATE,2025-07-22,5979.85,7175.82,1195.97,0.0,0.0,7175.82
312,50,2025-07-22,2025-07-22,PAID,FACT-2025-000312,2025,PO-3508,40.11,33,2025-07-24,2025-07-25,2025-09-28,Prestation Le confort de concrétiser vos projets à la pointe,PUBLIC,2025-07-22,1323.59,1588.31,264.72,66.18,198.54,1323.59
313,211,2025-07-22,2025-07-22,PAID,FACT-2025-000313,2025,PO-3247,16.41,67,2025-07-24,2025-07-25,2025-09-13,Prestation L'art d'avancer à sa source,PRIVATE,2025-07-22,1099.7,1209.67,109.97,0.0,0.0,1209.67
314,429,2025-07-22,2025-07-22,PAID,FACT-2025-000314,2025,PO-4272,122.95,64,2025-07-22,2025-07-27,2025-08-21,Prestation Le pouvoir d'évoluer à sa source,PUBLIC,2025-07-22,7869.12,9442.94,1573.82,393.46,1180.37,7869.12
315,797,2025-07-22,2025-07-22,PAID,FACT-2025-000315,2025,PO-4402,197.93,21,2025-07-23,2025-07-28,2025-08-31,Prestation Le confort de changer avant-tout,PRIVATE,2025-07-22,4156.59,4385.2,228.61,0.0,0.0,4385.2
316,705,2025-07-22,2025-07-22,PAID,FACT-2025-000316,2025,PO-3443,449.94,15,2025-07-23,2025-07-26,2025-09-05,Prestation Le confort de louer avant-tout,PRIVATE,2025-07-22,6749.17,8099.0,1349.83,0.0,0.0,8099.0
317,93,2025-07-22,,OVERDUE,FACT-2025-000317,2025,,109.81,59,2025-07-24,2025-07-25,2025-08-18,Prestation Le droit de changer à sa source,PUBLIC,2025-07-22,6478.93,7774.72,1295.79,323.95,971.84,6478.93
318,304,2025-07-22,2025-07-22,PAID,FACT-2025-000318,2025,PO-6123,304.93,6,2025-07-23,2025-07-27,2025-08-12,Prestation Le droit de louer de manière sûre,PRIVATE,2025-07-22,1829.55,2012.5,182.96,0.0,0.0,2012.5
320,142,2025-07-22,2025-07-22,PAID,FACT-2025-000320,2025,,55.42,80,2025-07-24,2025-07-26,2025-09-17,Prestation L'assurance de concrétiser vos projets en toute tranquilité,PRIVATE,2025-07-22,4433.37,4876.71,443.34,0.0,0.0,4876.71
321,96,2025-07-22,2025-07-22,PAID,FACT-2025-000321,2025,PO-7319,68.86,59,2025-07-23,2025-07-26,2025-08-29,Prestation La liberté de changer autrement,PUBLIC,2025-07-22,4062.48,4874.98,812.5,203.12,609.37,4062.48
322,707,2025-07-22,2025-07-22,PAID,FACT-2025-000322,2025,,874.01,8,2025-07-23,2025-07-27,2025-08-27,Prestation Le confort de louer autrement,PUBLIC,2025-07-22,6992.08,8390.5,1398.42,349.6,1048.81,6992.08
323,164,2025-07-22,2025-07-22,PAID,FACT-2025-000323,2025,PO-6875,100.57,57,2025-07-22,2025-07-26,2025-10-20,Prestation Le plaisir d'évoluer avant-tout,PRIVATE,2025-07-22,5732.54,6047.83,315.29,0.0,0.0,6047.83
324,627,2025-07-22,,OVERDUE,FACT-2025-000324,2025,PO-2037,22.98,53,2025-07-22,2025-07-24,2025-10-06,Prestation La possibilité de rouler avant-tout,PUBLIC,2025-07-22,1218.08,1461.7,243.62,60.9,182.71,1218.08
325,268,2025-07-22,2025-07-22,PAID,FACT-2025-000325,2025,PO-4669,68.8,99,2025-07-24,2025-07-27,2025-08-07,Prestation L'avantage d'évoluer à l'état pur,PRIVATE,2025-07-22,6811.5,8173.8,1362.3,0.0,0.0,8173.8
326,686,2025-07-22,2025-07-22,PAID,FACT-2025-000326,2025,,111.08,56,2025-07-23,2025-07-28,2025-10-11,Prestation Le plaisir de rouler naturellement,PRIVATE,2025-07-22,6220.57,7464.68,1244.11,0.0,0.0,7464.68
327,494,2025-07-22,,UNPAID,FACT-2025-000327,2025,PO-3571,71.24,79,2025-07-23,2025-07-27,2025-08-25,Prestation Le plaisir d'évoluer à l'état pur,PRIVATE,2025-07-22,5627.61,5937.13,309.52,0.0,0.0,5937.13
328,518,2025-07-22,2025-07-22,PAID,FACT-2025-000328,2025,PO-5557,160.24,31,2025-07-23,2025-07-27,2025-08-27,Prestation L'assurance de louer plus facilement,PUBLIC,2025-07-22,4967.31,5960.77,993.46,248.37,745.1,4967.31
329,52,2025-07-22,2025-07-22,PAID,FACT-2025-000329,2025,PO-8341,132.01,31,2025-07-24,2025-07-26,2025-10-15,Prestation L'assurance d'avancer autrement,PRIVATE,2025-07-22,4092.44,4317.52,225.08,0.0,0.0,4317.52
330,91,2025-07-22,2025-07-22,PAID,FACT-2025-000330,2025,PO-7609,59.81,84,2025-07-23,2025-07-27,2025-09-15,Prestation Le confort de louer avant-tout,PUBLIC,2025-07-22,5024.0,6028.8,1004.8,251.2,753.6,5024.0
331,423,2025-07-22,2025-07-22,PAID,FACT-2025-000331,2025,,12.82,78,2025-07-22,2025-07-27,2025-10-15,Prestation L'art d'avancer de manière efficace,PUBLIC,2025-07-22,999.87,1199.84,199.97,49.99,149.98,999.87
332,653,2025-07-22,2025-07-22,PAID,FACT-2025-000332,2025,,153.35,44,2025-07-23,2025-07-28,2025-10-16,Prestation La possibilité d'innover à sa source,PRIVATE,2025-07-22,6747.6,7422.36,674.76,0.0,0.0,7422.36
333,229,2025-07-22,,UNPAID,FACT-2025-000333,2025,PO-8414,65.65,92,2025-07-23,2025-07-26,2025-10-16,Prestation Le confort de changer à sa source,PRIVATE,2025-07-22,6039.52,7247.42,1207.9,0.0,0.0,7247.42
334,117,2025-07-22,2025-07-22,PAID,FACT-2025-000334,2025,PO-2741,218.84,38,2025-07-22,2025-07-24,2025-08-06,Prestation La liberté de changer de manière efficace,PRIVATE,2025-07-22,8315.85,9979.02,1663.17,0.0,0.0,9979.02
335,47,2025-07-22,,UNPAID,FACT-2025-000335,2025,PO-4209,140.58,53,2025-07-22,2025-07-26,2025-08-23,Prestation L'art de changer sans soucis,PRIVATE,2025-07-22,7450.86,7860.66,409.8,0.0,0.0,7860.66
336,193,2025-07-22,2025-07-22,PAID,FACT-2025-000336,2025,PO-7790,85.17,92,2025-07-22,2025-07-26,2025-09-02,Prestation Le pouvoir d'atteindre vos buts sans soucis,PUBLIC,2025-07-22,7836.06,9403.27,1567.21,391.8,1175.41,7836.06
337,48,2025-07-22,,UNPAID,FACT-2025-000337,2025,PO-9260,53.65,85,2025-07-24,2025-07-29,2025-08-21,Prestation La liberté d'innover de manière efficace,PUBLIC,2025-07-22,4560.0,5472.0,912.0,228.0,684.0,4560.0
338,138,2025-07-22,2025-07-22,PAID,FACT-2025-000338,2025,PO-9328,99.59,56,2025-07-23,2025-07-24,2025-10-12,Prestation L'art d'innover en toute tranquilité,PRIVATE,2025-07-22,5576.94,6692.33,1115.39,0.0,0.0,6692.33
339,800,2025-07-22,2025-07-22,PAID,FACT-2025-000339,2025,PO-6273,27.42,50,2025-07-22,2025-07-27,2025-08-28,Prestation Le pouvoir d'atteindre vos buts en toute tranquilité,PUBLIC,2025-07-22,1370.98,1645.18,274.2,68.55,205.65,1370.98
340,517,2025-07-22,2025-07-22,PAID,FACT-2025-000340,2025,PO-3185,253.67,38,2025-07-23,2025-07-27,2025-09-06,Prestation La liberté d'innover en toute tranquilité,PUBLIC,2025-07-22,9639.58,11567.5,1927.92,481.98,1445.94,9639.58
341,142,2025-07-22,2025-07-22,PAID,FACT-2025-000341,2025,,171.82,41,2025-07-23,2025-07-28,2025-10-10,Prestation L'art d'avancer naturellement,PRIVATE,2025-07-22,7044.79,8453.75,1408.96,0.0,0.0,8453.75
342,567,2025-07-22,2025-07-22,PAID,FACT-2025-000342,2025,PO-3173,81.5,88,2025-07-24,2025-07-26,2025-08-31,Prestation Le confort de rouler sans soucis,PUBLIC,2025-07-22,7172.41,8606.89,1434.48,358.62,1075.86,7172.41
343,728,2025-07-22,2025-07-22,PAID,FACT-2025-000343,2025,PO-6771,70.39,91,2025-07-24,2025-07-26,2025-10-09,Prestation L'art de rouler avant-tout,PUBLIC,2025-07-22,6405.09,7686.11,1281.02,320.25,960.76,6405.09
344,576,2025-07-22,,OVERDUE,FACT-2025-000344,2025,,81.96,87,2025-07-23,2025-07-28,2025-10-18,Prestation L'avantage d'atteindre vos buts plus rapidement,PRIVATE,2025-07-22,7130.22,8556.26,1426.04,0.0,0.0,8556.26
345,547,2025-07-22,2025-07-22,PAID,FACT-2025-000345,2025,PO-4275,18.43,19,2025-07-23,2025-07-27,2025-08-07,Prestation L'art de louer plus facilement,PRIVATE,2025-07-22,350.19,369.45,19.26,0.0,0.0,369.45
346,274,2025-07-22,2025-07-22,PAID,FACT-2025-000346,2025,PO-9866,18.79,38,2025-07-22,2025-07-25,2025-09-07,Prestation L'art de changer naturellement,PUBLIC,2025-07-22,714.12,856.94,142.82,35.71,107.12,714.12
347,34,2025-07-22,2025-07-22,PAID,FACT-2025-000347,2025,,94.27,72,2025-07-23,2025-07-27,2025-08-19,Prestation L'assurance de concrétiser vos projets autrement,PUBLIC,2025-07-22,6787.71,8145.25,1357.54,339.39,1018.16,6787.71
348,761,2025-07-22,2025-07-22,PAID,FACT-2025-000348,2025,PO-1769,87.38,90,2025-07-24,2025-07-29,2025-09-24,Prestation Le droit de concrétiser vos projets à sa source,PUBLIC,2025-07-22,7864.64,9437.57,1572.93,393.23,1179.7,7864.64
349,391,2025-07-22,2025-07-22,PARTIAL,FACT-2025-000349,2025,PO-8259,6.59,96,2025-07-23,2025-07-27,2025-09-15,Prestation Le droit d'innover à la pointe,PUBLIC,2025-07-22,632.64,759.17,126.53,31.63,94.9,632.64
350,231,2025-07-22,2025-07-22,PAID,FACT-2025-000350,2025,,60.74,100,2025-07-24,2025-07-27,2025-10-20,Prestation L'assurance de louer de manière sûre,PRIVATE,2025-07-22,6073.53,7288.24,1214.71,0.0,0.0,7288.24
351,302,2025-07-22,2025-07-22,PAID,FACT-2025-000351,2025,PO-8020,27.58,66,2025-07-23,2025-07-25,2025-08-15,Prestation Le plaisir d'atteindre vos buts plus rapidement,PRIVATE,2025-07-22,1820.57,1920.7,100.13,0.0,0.0,1920.7
353,339,2025-07-22,2025-07-22,PAID,FACT-2025-000353,2025,,470.58,7,2025-07-23,2025-07-25,2025-08-11,Prestation L'art d'innover à l'état pur,PUBLIC,2025-07-22,3294.04,3952.85,658.81,164.7,494.11,3294.04
354,641,2025-07-22,,UNPAID,FACT-2025-000354,2025,PO-4603,554.66,10,2025-07-24,2025-07-27,2025-10-07,Prestation L'avantage d'atteindre vos buts naturellement,PRIVATE,2025-07-22,5546.59,6655.91,1109.32,0.0,0.0,6655.91
355,189,2025-07-22,2025-07-22,PAID,FACT-2025-000355,2025,PO-4624,105.32,52,2025-07-24,2025-07-25,2025-10-09,Prestation Le plaisir de changer de manière sûre,PUBLIC,2025-07-22,5476.49,6571.79,1095.3,273.82,821.47,5476.49
356,219,2025-07-22,2025-07-22,PAID,FACT-2025-000356,2025,PO-8780,23.33,97,2025-07-24,2025-07-27,2025-09-17,Prestation Le droit d'atteindre vos buts plus facilement,PUBLIC,2025-07-22,2262.61,2715.13,452.52,113.13,339.39,2262.61
357,575,2025-07-22,2025-07-22,PAID,FACT-2025-000357,2025,PO-4994,54.36,83,2025-07-24,2025-07-25,2025-08-20,Prestation Le plaisir d'atteindre vos buts de manière efficace,PUBLIC,2025-07-22,4512.11,5414.53,902.42,225.61,676.82,4512.11
358,41,2025-07-22,,OVERDUE,FACT-2025-000358,2025,PO-5633,189.11,50,2025-07-24,2025-07-27,2025-09-23,Prestation La possibilité de concrétiser vos projets de manière efficace,PRIVATE,2025-07-22,9455.38,10400.92,945.54,0.0,0.0,10400.92
359,26,2025-07-22,,UNPAID,FACT-2025-000359,2025,,751.84,6,2025-07-24,2025-07-27,2025-10-10,Prestation Le confort d'avancer de manière sûre,PRIVATE,2025-07-22,4511.01,4962.11,451.1,0.0,0.0,4962.11
360,198,2025-07-22,,OVERDUE,FACT-2025-000360,2025,PO-2072,17.75,99,2025-07-23,2025-07-28,2025-08-16,Prestation La possibilité d'atteindre vos buts de manière efficace,PRIVATE,2025-07-22,1757.21,2108.65,351.44,0.0,0.0,2108.65
361,216,2025-07-22,,UNPAID,FACT-2025-000361,2025,,23.72,90,2025-07-24,2025-07-26,2025-09-29,Prestation L'assurance de concrétiser vos projets autrement,PUBLIC,2025-07-22,2135.24,2562.29,427.05,106.76,320.29,2135.24
363,90,2025-07-22,,UNPAID,FACT-2025-000363,2025,,76.01,74,2025-07-22,2025-07-23,2025-08-28,Prestation Le plaisir d'avancer à sa source,PUBLIC,2025-07-22,5625.03,6750.04,1125.01,281.25,843.75,5625.03
365,399,2025-07-22,2025-07-22,PAID,FACT-2025-000365,2025,,803.43,9,2025-07-24,2025-07-25,2025-10-13,Prestation Le droit d'avancer à l'état pur,PUBLIC,2025-07-22,7230.83,8677.0,1446.17,361.54,1084.62,7230.83
366,600,2025-07-22,,OVERDUE,FACT-2025-000366,2025,PO-5612,13.08,88,2025-07-22,2025-07-23,2025-09-20,Prestation La possibilité de louer à sa source,PRIVATE,2025-07-22,1150.74,1265.81,115.07,0.0,0.0,1265.81
367,784,2025-07-22,,UNPAID,FACT-2025-000367,2025,PO-7406,19.29,21,2025-07-23,2025-07-27,2025-09-25,Prestation La possibilité d'avancer à la pointe,PRIVATE,2025-07-22,405.11,486.13,81.02,0.0,0.0,486.13
368,559,2025-07-22,2025-07-22,PAID,FACT-2025-000368,2025,PO-1182,97.34,94,2025-07-23,2025-07-25,2025-09-13,Prestation Le pouvoir de changer de manière efficace,PRIVATE,2025-07-22,9150.27,10980.32,1830.05,0.0,0.0,10980.32
369,567,2025-07-22,2025-07-22,PAID,FACT-2025-000369,2025,PO-2394,113.14,51,2025-07-24,2025-07-26,2025-08-21,Prestation Le droit de changer naturellement,PUBLIC,2025-07-22,5769.91,6923.89,1153.98,288.5,865.49,5769.91
370,313,2025-07-22,2025-07-22,PAID,FACT-2025-000370,2025,PO-4014,98.4,66,2025-07-22,2025-07-25,2025-09-02,Prestation L'assurance de louer naturellement,PUBLIC,2025-07-22,6494.72,7793.66,1298.94,324.74,974.21,6494.72
371,227,2025-07-22,2025-07-22,PAID,FACT-2025-000371,2025,,92.37,73,2025-07-24,2025-07-27,2025-08-30,Prestation Le plaisir de rouler naturellement,PRIVATE,2025-07-22,6742.68,7113.53,370.85,0.0,0.0,7113.53
372,563,2025-07-22,2025-07-22,PAID,FACT-2025-000372,2025,,58.99,13,2025-07-23,2025-07-28,2025-08-15,Prestation Le confort d'atteindre vos buts à l'état pur,PRIVATE,2025-07-22,766.89,809.07,42.18,0.0,0.0,809.07
373,499,2025-07-22,2025-07-22,PAID,FACT-2025-000373,2025,PO-4170,65.46,37,2025-07-23,2025-07-26,2025-08-22,Prestation L'avantage d'avancer à sa source,PUBLIC,2025-07-22,2421.88,2906.26,484.38,121.09,363.28,2421.88
374,326,2025-07-22,2025-07-22,PAID,FACT-2025-000374,2025,PO-6971,41.68,75,2025-07-23,2025-07-27,2025-09-17,Prestation L'art de changer sans soucis,PRIVATE,2025-07-22,3126.19,3298.13,171.94,0.0,0.0,3298.13
375,324,2025-07-22,2025-07-22,PAID,FACT-2025-000375,2025,,85.63,92,2025-07-23,2025-07-25,2025-08-06,Prestation Le droit d'atteindre vos buts avant-tout,PUBLIC,2025-07-22,7878.04,9453.65,1575.61,393.9,1181.71,7878.04
376,447,2025-07-22,2025-07-22,PAID,FACT-2025-000376,2025,PO-6004,54.56,62,2025-07-23,2025-07-26,2025-08-23,Prestation La liberté de concrétiser vos projets avant-tout,PRIVATE,2025-07-22,3382.47,3720.72,338.25,0.0,0.0,3720.72
377,499,2025-07-22,2025-07-22,PAID,FACT-2025-000377,2025,,25.32,36,2025-07-24,2025-07-25,2025-08-28,Prestation L'assurance de rouler naturellement,PUBLIC,2025-07-22,911.54,1093.85,182.31,45.58,136.73,911.54
378,144,2025-07-22,2025-07-22,PAID,FACT-2025-000378,2025,,67.06,94,2025-07-24,2025-07-26,2025-09-08,Prestation La liberté de concrétiser vos projets naturellement,PRIVATE,2025-07-22,6303.53,6650.22,346.69,0.0,0.0,6650.22
379,520,2025-07-22,2025-07-22,PAID,FACT-2025-000379,2025,,275.54,28,2025-07-24,2025-07-25,2025-10-19,Prestation L'art de rouler à l'état pur,PUBLIC,2025-07-22,7715.08,9258.1,1543.02,385.75,1157.26,7715.08
380,565,2025-07-22,2025-07-22,PAID,FACT-2025-000380,2025,PO-5767,165.41,47,2025-07-23,2025-07-28,2025-10-14,Prestation Le pouvoir d'évoluer plus facilement,PRIVATE,2025-07-22,7774.45,8551.9,777.45,0.0,0.0,8551.9
382,679,2025-07-22,,UNPAID,FACT-2025-000382,2025,PO-3395,70.94,21,2025-07-22,2025-07-27,2025-08-27,Prestation L'avantage de louer plus facilement,PUBLIC,2025-07-22,1489.67,1787.6,297.93,74.48,223.45,1489.67
383,754,2025-07-22,2025-07-22,PAID,FACT-2025-000383,2025,PO-4834,254.62,30,2025-07-24,2025-07-28,2025-09-20,Prestation La liberté d'atteindre vos buts avant-tout,PRIVATE,2025-07-22,7638.58,8058.7,420.12,0.0,0.0,8058.7
384,44,2025-07-22,,OVERDUE,FACT-2025-000384,2025,,60.27,61,2025-07-24,2025-07-26,2025-10-11,Prestation Le plaisir d'innover sans soucis,PUBLIC,2025-07-22,3676.39,4411.67,735.28,183.82,551.46,3676.39
385,48,2025-07-22,2025-07-22,PAID,FACT-2025-000385,2025,,146.16,36,2025-07-22,2025-07-25,2025-08-19,Prestation L'assurance de concrétiser vos projets naturellement,PUBLIC,2025-07-22,5261.59,6313.91,1052.32,263.08,789.24,5261.59
386,270,2025-07-22,2025-07-22,PAID,FACT-2025-000386,2025,PO-2275,139.82,47,2025-07-24,2025-07-29,2025-10-17,Prestation L'art de louer avant-tout,PRIVATE,2025-07-22,6571.39,7885.67,1314.28,0.0,0.0,7885.67
387,530,2025-07-22,2025-07-22,PAID,FACT-2025-000387,2025,,79.86,45,2025-07-23,2025-07-27,2025-09-03,Prestation L'assurance d'innover de manière sûre,PRIVATE,2025-07-22,3593.69,3953.06,359.37,0.0,0.0,3953.06
388,619,2025-07-22,2025-07-22,PAID,FACT-2025-000388,2025,PO-3461,36.01,66,2025-07-22,2025-07-27,2025-08-23,Prestation Le pouvoir d'avancer de manière sûre,PRIVATE,2025-07-22,2376.91,2852.29,475.38,0.0,0.0,2852.29
389,192,2025-07-22,2025-07-22,PAID,FACT-2025-000389,2025,PO-8844,97.78,43,2025-07-22,2025-07-25,2025-08-21,Prestation La liberté d'avancer à l'état pur,PRIVATE,2025-07-22,4204.68,5045.62,840.94,0.0,0.0,5045.62
390,491,2025-07-22,2025-07-22,PAID,FACT-2025-000390,2025,PO-3639,130.25,32,2025-07-22,2025-07-27,2025-08-26,Prestation L'art de rouler naturellement,PUBLIC,2025-07-22,4167.9,5001.48,833.58,208.39,625.18,4167.9
391,138,2025-07-22,,UNPAID,FACT-2025-000391,2025,,70.63,22,2025-07-24,2025-07-29,2025-08-11,Prestation Le confort d'évoluer à la pointe,PRIVATE,2025-07-22,1553.96,1709.36,155.4,0.0,0.0,1709.36
392,530,2025-07-22,2025-07-22,PAID,FACT-2025-000392,2025,,93.59,94,2025-07-23,2025-07-28,2025-10-17,Prestation L'art d'atteindre vos buts en toute tranquilité,PRIVATE,2025-07-22,8797.24,10556.69,1759.45,0.0,0.0,10556.69
393,88,2025-07-22,,UNPAID,FACT-2025-000393,2025,PO-3979,33.75,53,2025-07-22,2025-07-26,2025-10-05,Prestation L'art de louer de manière sûre,PUBLIC,2025-07-22,1788.61,2146.33,357.72,89.43,268.29,1788.61
394,639,2025-07-22,2025-07-22,PAID,FACT-2025-000394,2025,PO-4765,116.73,59,2025-07-24,2025-07-29,2025-09-08,Prestation Le pouvoir de rouler naturellement,PRIVATE,2025-07-22,6887.35,8264.82,1377.47,0.0,0.0,8264.82
395,388,2025-07-22,2025-07-22,PAID,FACT-2025-000395,2025,PO-3450,81.15,65,2025-07-23,2025-07-25,2025-08-19,Prestation L'avantage de rouler en toute tranquilité,PRIVATE,2025-07-22,5274.84,6329.81,1054.97,0.0,0.0,6329.81
396,621,2025-07-22,,OVERDUE,FACT-2025-000396,2025,,87.51,69,2025-07-22,2025-07-24,2025-10-05,Prestation La possibilité d'évoluer à sa source,PRIVATE,2025-07-22,6038.16,7245.79,1207.63,0.0,0.0,7245.79
397,96,2025-07-22,,UNPAID,FACT-2025-000397,2025,PO-8069,89.8,100,2025-07-23,2025-07-25,2025-10-14,Prestation La liberté d'évoluer autrement,PUBLIC,2025-07-22,8979.99,10775.99,1796.0,449.0,1347.0,8979.99
398,535,2025-07-22,2025-07-22,PAID,FACT-2025-000398,2025,,70.11,62,2025-07-23,2025-07-26,2025-08-11,Prestation Le confort de rouler sans soucis,PUBLIC,2025-07-22,4346.67,5216.0,869.33,217.33,652.0,4346.67
399,391,2025-07-22,2025-07-22,PAID,FACT-2025-000399,2025,,22.99,62,2025-07-23,2025-07-28,2025-10-18,Prestation Le pouvoir d'avancer naturellement,PUBLIC,2025-07-22,1425.44,1710.53,285.09,71.27,213.82,1425.44
400,86,2025-07-22,2025-07-22,PAID,FACT-2025-000400,2025,,21.66,91,2025-07-23,2025-07-28,2025-10-14,Prestation Le confort de rouler de manière efficace,PRIVATE,2025-07-22,1971.31,2365.57,394.26,0.0,0.0,2365.57
401,592,2025-07-22,2025-07-22,PAID,FACT-2025-000401,2025,,73.93,89,2025-07-24,2025-07-25,2025-10-11,Prestation L'assurance de rouler naturellement,PUBLIC,2025-07-22,6580.01,7896.01,1316.0,329.0,987.0,6580.01
402,419,2025-07-22,2025-07-22,PAID,FACT-2025-000402,2025,PO-6990,173.39,34,2025-07-23,2025-07-24,2025-08-25,Prestation Le plaisir d'atteindre vos buts plus facilement,PRIVATE,2025-07-22,5895.16,7074.19,1179.03,0.0,0.0,7074.19
403,627,2025-07-22,2025-07-22,PAID,FACT-2025-000403,2025,PO-8925,126.77,62,2025-07-23,2025-07-27,2025-09-01,Prestation La liberté de changer de manière sûre,PUBLIC,2025-07-22,7859.51,9431.41,1571.9,392.98,1178.93,7859.51
404,260,2025-07-22,,UNPAID,FACT-2025-000404,2025,,224.53,18,2025-07-23,2025-07-28,2025-09-19,Prestation L'avantage d'évoluer sans soucis,PUBLIC,2025-07-22,4041.48,4849.78,808.3,202.07,606.22,4041.48
405,676,2025-07-22,,UNPAID,FACT-2025-000405,2025,PO-7562,730.58,13,2025-07-22,2025-07-24,2025-10-02,Prestation Le confort d'évoluer autrement,PUBLIC,2025-07-22,9497.53,11397.04,1899.51,474.88,1424.63,9497.53
407,94,2025-07-22,2025-07-22,PAID,FACT-2025-000407,2025,PO-1618,56.35,48,2025-07-22,2025-07-26,2025-09-30,Prestation La liberté de concrétiser vos projets naturellement,PUBLIC,2025-07-22,2704.61,3245.53,540.92,135.23,405.69,2704.61
409,793,2025-07-22,2025-07-22,PAID,FACT-2025-000409,2025,PO-9364,127.17,67,2025-07-22,2025-07-26,2025-10-01,Prestation L'avantage de louer naturellement,PRIVATE,2025-07-22,8520.62,9372.68,852.06,0.0,0.0,9372.68
410,529,2025-07-22,2025-07-22,PAID,FACT-2025-000410,2025,,43.59,84,2025-07-24,2025-07-26,2025-08-27,Prestation La possibilité d'évoluer de manière efficace,PRIVATE,2025-07-22,3661.43,3862.81,201.38,0.0,0.0,3862.81
411,89,2025-07-22,2025-07-22,PAID,FACT-2025-000411,2025,PO-2124,158.23,26,2025-07-23,2025-07-27,2025-09-20,Prestation La liberté de rouler plus rapidement,PRIVATE,2025-07-22,4113.96,4936.75,822.79,0.0,0.0,4936.75
412,93,2025-07-22,,OVERDUE,FACT-2025-000412,2025,PO-4187,98.5,36,2025-07-24,2025-07-27,2025-10-16,Prestation L'assurance d'innover autrement,PUBLIC,2025-07-22,3546.14,4255.37,709.23,177.31,531.92,3546.14
413,466,2025-07-22,2025-07-22,PAID,FACT-2025-000413,2025,PO-9243,295.05,14,2025-07-23,2025-07-28,2025-08-06,Prestation Le confort d'innover naturellement,PUBLIC,2025-07-22,4130.63,4956.76,826.13,206.53,619.59,4130.63
414,302,2025-07-22,2025-07-22,PARTIAL,FACT-2025-000414,2025,PO-7178,118.56,74,2025-07-23,2025-07-24,2025-10-10,Prestation Le droit d'évoluer à sa source,PRIVATE,2025-07-22,8773.52,9650.87,877.35,0.0,0.0,9650.87
415,577,2025-07-22,2025-07-22,PARTIAL,FACT-2025-000415,2025,,78.69,59,2025-07-23,2025-07-25,2025-09-18,Prestation La possibilité de concrétiser vos projets à sa source,PRIVATE,2025-07-22,4642.6,5571.12,928.52,0.0,0.0,5571.12
416,494,2025-07-22,2025-07-22,PAID,FACT-2025-000416,2025,,272.68,29,2025-07-22,2025-07-25,2025-08-14,Prestation Le pouvoir de louer naturellement,PRIVATE,2025-07-22,7907.69,9489.23,1581.54,0.0,0.0,9489.23
417,324,2025-07-22,2025-07-22,PAID,FACT-2025-000417,2025,PO-2523,207.0,34,2025-07-23,2025-07-26,2025-10-11,Prestation Le plaisir d'évoluer sans soucis,PUBLIC,2025-07-22,7038.1,8445.72,1407.62,351.91,1055.72,7038.1
418,409,2025-07-22,2025-07-22,PAID,FACT-2025-000418,2025,PO-5408,45.54,41,2025-07-24,2025-07-27,2025-08-15,Prestation Le confort d'innover plus facilement,PUBLIC,2025-07-22,1867.01,2240.41,373.4,93.35,280.05,1867.01
419,188,2025-07-22,2025-07-22,PAID,FACT-2025-000419,2025,,78.23,31,2025-07-24,2025-07-26,2025-10-08,Prestation La possibilité d'évoluer autrement,PUBLIC,2025-07-22,2425.13,2910.16,485.03,121.26,363.77,2425.13
420,212,2025-07-22,,UNPAID,FACT-2025-000420,2025,PO-2285,36.25,100,2025-07-22,2025-07-24,2025-09-06,Prestation L'assurance d'avancer naturellement,PUBLIC,2025-07-22,3624.67,4349.6,724.93,181.23,543.7,3624.67
