invoice_id,invoice_number,client_name,client_id,issue_date,due_date,payment_date,amount_ht,vat_rate,vat_amount,amount_ttc,currency,status,type,category,payment_method,notes,created_at,updated_at
298,INV-2025-1297,Hervé,402,2025-07-17,2025-08-13,2025-07-22,3025.87,0.0,0.0,3025.87,USD,paid,recurring,Hosting,bank_transfer,,2023-10-26,2025-03-02
299,INV-2025-1298,Delaunay,185,2024-12-29,2025-02-22,2025-02-19,5330.04,0.0,0.0,5330.04,GBP,paid,credit_note,Hosting,direct_debit,,2025-04-19,2024-12-04
302,INV-2025-1301,Tanguy Dupuy S.A.S.,159,2024-07-29,2024-09-16,2024-08-18,1611.54,0.0,0.0,1611.54,EUR,paid,credit_note,Software,direct_debit,,2025-01-14,2024-11-05
303,INV-2025-1302,Berger Girard et Fils,159,2023-11-06,2023-12-28,2023-11-16,8361.81,0.0,0.0,8361.81,CHF,paid,credit_note,IT_Services,credit_card,,2025-06-26,2025-02-14
305,INV-2025-1304,Gilles,86,2025-07-18,2025-08-12,2025-07-20,3532.38,10.0,353.24,3885.62,GBP,paid,credit_note,Maintenance,bank_transfer,Rapporter dur drôle attacher regarder.,2024-12-11,2025-03-03
312,INV-2025-1311,Joly Martel SARL,303,2024-05-29,2024-07-02,2024-06-07,2501.58,10.0,250.16,2751.74,CHF,paid,credit_note,Development,credit_card,,2025-07-19,2024-10-27
313,INV-2025-1312,Huet,487,2023-07-28,2023-09-07,2023-08-22,5461.3,0.0,0.0,5461.3,GBP,paid,invoice,Hosting,paypal,,2024-07-04,2025-05-11
316,INV-2025-1315,Turpin SARL,340,2024-01-22,2024-03-02,2024-01-28,5721.43,20.0,1144.29,6865.72,USD,paid,credit_note,Maintenance,paypal,François lien supérieur prendre.,2024-03-21,2025-04-17
318,INV-2025-1317,Brunet,239,2024-01-09,2024-03-01,2024-01-21,1146.01,20.0,229.2,1375.21,GBP,paid,recurring,Consulting,direct_debit,,2024-07-11,2025-05-09
325,INV-2025-1324,Thibault,141,2024-08-24,2024-10-05,2024-10-03,2225.69,5.5,122.41,2348.1,GBP,paid,recurring,Software,bank_transfer,,2023-09-06,2025-02-25
327,INV-2025-1326,Delorme Legrand SA,323,2024-02-05,2024-03-17,2024-02-05,8858.06,5.5,487.19,9345.25,EUR,paid,recurring,Training,check,,2024-06-17,2024-12-04
328,INV-2025-1327,Muller S.A.R.L.,199,2025-01-17,2025-03-04,2025-01-23,5699.95,10.0,570.0,6269.95,GBP,paid,credit_note,IT_Services,paypal,,2023-08-17,2024-11-11
330,INV-2025-1329,Lemaire,274,2024-09-13,2024-10-08,2024-09-25,6602.96,10.0,660.3,7263.26,EUR,paid,credit_note,Design,check,,2023-12-09,2025-02-16
335,INV-2025-1334,Navarro,166,2025-02-17,2025-04-15,2025-02-21,1100.22,10.0,110.02,1210.24,USD,paid,credit_note,Hosting,check,,2024-01-21,2025-02-17
336,INV-2025-1335,Gaudin Charpentier S.A.,115,2024-01-07,2024-02-02,2024-01-12,5663.58,10.0,566.36,6229.94,USD,paid,recurring,Maintenance,paypal,,2025-04-17,2025-07-14
340,INV-2025-1339,Hardy,25,2023-08-28,2023-10-04,2023-09-30,1169.54,0.0,0.0,1169.54,CHF,paid,recurring,Hosting,credit_card,Poussière froid eh connaissance marquer déposer.,2024-01-15,2024-11-17
344,INV-2025-1343,Aubert Traore SA,52,2025-06-28,2025-07-23,2025-06-28,4398.58,0.0,0.0,4398.58,GBP,paid,credit_note,Hardware,check,,2025-02-23,2025-05-12
345,INV-2025-1344,Chauvin Dupuis S.A.S.,50,2024-07-28,2024-09-15,2024-08-20,2887.08,5.5,158.79,3045.87,EUR,paid,recurring,Design,direct_debit,Remettre fier marche expérience dimanche lorsque.,2024-08-13,2025-01-20
347,INV-2025-1346,Traore Rodrigues SA,158,2024-06-08,2024-08-02,2024-06-12,911.17,0.0,0.0,911.17,CHF,paid,recurring,Support,paypal,,2024-02-11,2025-02-23
348,INV-2025-1347,Collet,190,2025-07-18,2025-09-05,2025-07-21,3773.1,20.0,754.62,4527.72,USD,paid,recurring,IT_Services,paypal,,2023-11-19,2024-10-07
349,INV-2025-1348,Colas,78,2024-04-04,2024-05-05,2024-04-26,2758.76,0.0,0.0,2758.76,EUR,paid,invoice,Training,direct_debit,,2025-05-01,2024-10-26
353,INV-2025-1352,Mercier Neveu S.A.,467,2024-06-07,2024-08-01,2024-06-20,5990.97,10.0,599.1,6590.07,EUR,paid,invoice,Hosting,direct_debit,,2023-07-31,2024-10-16
357,INV-2025-1356,Guillot Olivier S.A.S.,354,2023-10-05,2023-12-02,2023-11-24,483.95,10.0,48.4,532.35,USD,paid,invoice,Support,paypal,Détail éviter résultat avenir vaste important dernier.,2025-01-15,2024-10-18
359,INV-2025-1358,Hoareau,310,2023-10-03,2023-11-15,2023-11-11,3276.6,20.0,655.32,3931.92,EUR,paid,credit_note,Support,credit_card,Jamais partout premier baisser sentier pauvre éprouver.,2025-05-20,2024-08-29
360,INV-2025-1359,Rolland S.A.,421,2025-06-17,2025-07-28,2025-07-12,7618.98,10.0,761.9,8380.88,EUR,paid,credit_note,Consulting,paypal,Jamais arbre autrement ton surtout moindre anglais.,2025-07-14,2025-06-18
361,INV-2025-1360,Coste Meunier et Fils,89,2024-03-23,2024-05-02,2024-03-24,8527.82,0.0,0.0,8527.82,USD,paid,credit_note,IT_Services,credit_card,,2025-04-21,2024-12-24
366,INV-2025-1365,Perez SARL,115,2024-03-08,2024-03-31,2024-03-31,6051.31,0.0,0.0,6051.31,GBP,paid,proforma,Maintenance,check,Fidèle répondre choisir fleur.,2024-04-29,2024-09-02
367,INV-2025-1366,Hebert,347,2023-10-02,2023-11-08,2023-10-02,2260.27,10.0,226.03,2486.3,CHF,paid,invoice,IT_Services,direct_debit,Recommencer bonheur bataille groupe mille lorsque.,2023-10-12,2024-08-02
368,INV-2025-1367,Godard S.A.S.,153,2023-09-30,2023-11-07,2023-11-03,5978.35,10.0,597.84,6576.19,EUR,paid,recurring,Consulting,paypal,Société action garçon rendre projet ministre.,2024-01-28,2025-03-02
369,INV-2025-1368,Roy,97,2024-08-30,2024-10-24,2024-09-15,2841.16,10.0,284.12,3125.28,USD,paid,credit_note,IT_Services,direct_debit,,2023-11-08,2024-11-04
370,INV-2025-1369,Rodrigues,152,2024-03-12,2024-04-16,2024-04-07,7240.7,20.0,1448.14,8688.84,GBP,paid,recurring,Hosting,check,Combien double eh repas.,2024-04-29,2024-10-28
373,INV-2025-1372,Perret,336,2024-04-03,2024-05-23,2024-05-15,1912.38,10.0,191.24,2103.62,EUR,paid,credit_note,Training,credit_card,Chaise ensuite trop coup enfermer vérité vêtement éclairer.,2025-01-13,2025-03-26
375,INV-2025-1374,Thibault S.A.,242,2024-05-23,2024-07-17,2024-06-27,9448.58,0.0,0.0,9448.58,USD,paid,invoice,Hosting,direct_debit,,2024-10-25,2025-02-20
379,INV-2025-1378,Auger Briand S.A.R.L.,20,2024-01-26,2024-03-06,2024-02-19,4826.26,0.0,0.0,4826.26,USD,paid,proforma,IT_Services,paypal,Hors nuage ne marcher.,2025-07-10,2025-07-15
380,INV-2025-1379,Alves et Fils,116,2025-05-28,2025-07-15,2025-07-07,6799.81,5.5,373.99,7173.8,GBP,paid,proforma,Software,bank_transfer,,2025-06-18,2025-06-03
384,INV-2025-1383,Besson,305,2024-10-11,2024-10-28,2024-10-21,6439.18,0.0,0.0,6439.18,EUR,paid,invoice,IT_Services,bank_transfer,,2024-05-22,2025-01-19
386,INV-2025-1385,Chauveau S.A.,215,2024-06-10,2024-07-01,2024-06-18,2772.77,5.5,152.5,2925.27,EUR,paid,invoice,Maintenance,bank_transfer,Endroit île coûter joindre jambe haut.,2025-01-15,2025-01-14
387,INV-2025-1386,Bertrand,426,2024-03-26,2024-05-11,2024-04-01,2077.52,10.0,207.75,2285.27,USD,paid,proforma,Hosting,paypal,,2025-04-13,2025-04-25
388,INV-2025-1387,Jourdan,170,2023-10-20,2023-12-09,2023-10-22,2156.17,20.0,431.23,2587.4,USD,paid,invoice,IT_Services,bank_transfer,Plusieurs colère vivant dernier.,2023-12-06,2025-02-22
389,INV-2025-1388,Pinto,400,2023-11-24,2024-01-14,2023-12-26,1576.53,0.0,0.0,1576.53,EUR,paid,invoice,Maintenance,credit_card,,2024-01-20,2025-05-29
391,INV-2025-1390,Allain,5,2023-08-14,2023-09-05,2023-09-02,7606.22,0.0,0.0,7606.22,USD,paid,credit_note,Training,paypal,Flamme près course ramener rire attirer.,2023-10-11,2025-05-29
392,INV-2025-1391,Poulain Germain S.A.,418,2025-05-30,2025-07-23,2025-07-21,7357.37,10.0,735.74,8093.11,GBP,paid,credit_note,Consulting,check,,2024-07-13,2024-09-05
395,INV-2025-1394,Albert,248,2023-10-19,2023-11-25,2023-11-21,8639.5,5.5,475.17,9114.67,CHF,paid,invoice,Hosting,check,,2024-11-14,2024-09-28
396,INV-2025-1395,Maillet S.A.,490,2025-04-15,2025-05-16,2025-05-13,222.37,5.5,12.23,234.6,GBP,paid,invoice,Hosting,credit_card,,2024-03-23,2024-09-06
397,INV-2025-1396,Vidal SARL,6,2024-01-24,2024-03-21,2024-02-22,3910.28,0.0,0.0,3910.28,USD,paid,recurring,Support,credit_card,,2025-01-12,2024-09-16
398,INV-2025-1397,Godard,26,2024-08-22,2024-10-07,2024-09-28,3375.86,10.0,337.59,3713.45,USD,paid,recurring,Hosting,credit_card,,2023-11-08,2025-03-03
402,INV-2025-1401,Paris S.A.,59,2024-01-10,2024-03-03,2024-02-07,6605.96,20.0,1321.19,7927.15,EUR,paid,credit_note,IT_Services,paypal,,2024-09-13,2024-11-12
404,INV-2025-1403,Baudry SA,313,2025-03-08,2025-05-07,2025-04-25,4151.19,10.0,415.12,4566.31,USD,paid,credit_note,Consulting,check,,2024-02-17,2025-05-20
409,INV-2025-1408,Hamel Bouchet SA,432,2025-04-16,2025-05-09,2025-04-25,7030.14,10.0,703.01,7733.15,GBP,paid,credit_note,Hardware,credit_card,,2024-02-24,2025-06-24
410,INV-2025-1409,Menard Rodrigues et Fils,364,2024-12-13,2025-01-15,2024-12-25,9219.8,5.5,507.09,9726.89,USD,paid,proforma,Consulting,paypal,,2024-03-30,2025-06-09
412,INV-2025-1411,Mallet,137,2024-11-25,2025-01-03,2024-12-21,6735.52,5.5,370.45,7105.97,USD,paid,proforma,Maintenance,credit_card,Avancer rester règle franc raconter poursuivre sou.,2024-07-11,2025-01-28
413,INV-2025-1412,Becker et Fils,184,2024-04-02,2024-05-31,2024-05-28,2119.61,0.0,0.0,2119.61,CHF,paid,invoice,Design,direct_debit,Public importance pièce existence.,2023-09-11,2025-05-28
414,INV-2025-1413,Gilbert Lecomte S.A.R.L.,355,2024-09-10,2024-11-05,2024-10-18,2452.2,10.0,245.22,2697.42,EUR,paid,recurring,Hosting,check,Entraîner droit menacer certain seulement.,2025-03-27,2024-12-03
415,INV-2025-1414,Lambert SA,381,2025-06-16,2025-08-13,2025-07-19,5566.03,0.0,0.0,5566.03,GBP,paid,credit_note,Design,check,Répondre important ceci signer herbe à valeur cour.,2025-01-08,2025-07-11
418,INV-2025-1417,Garnier,239,2023-07-23,2023-08-17,2023-08-12,2624.66,10.0,262.47,2887.13,USD,paid,invoice,Software,paypal,,2023-11-04,2025-03-10
419,INV-2025-1418,Petit,405,2024-01-14,2024-03-09,2024-03-04,6652.71,20.0,1330.54,7983.25,GBP,paid,invoice,Training,direct_debit,,2023-07-30,2025-04-19
420,INV-2025-1419,Lemonnier,213,2024-04-14,2024-05-10,2024-04-25,7883.96,5.5,433.62,8317.58,CHF,paid,invoice,Training,credit_card,Jaune découvrir beau riche.,2023-10-12,2024-11-21
423,INV-2025-1422,Besnard Marty et Fils,264,2024-10-02,2024-11-04,2024-10-02,5216.99,10.0,521.7,5738.69,CHF,paid,recurring,IT_Services,paypal,Parent cheveu fumer port simple.,2023-09-29,2025-07-06
424,INV-2025-1423,Pruvost et Fils,86,2023-10-09,2023-11-05,2023-10-22,915.22,0.0,0.0,915.22,EUR,paid,invoice,Hardware,credit_card,Être grave respect désigner pauvre désigner.,2024-11-01,2025-03-13
428,INV-2025-1427,Colas,359,2024-03-24,2024-05-17,2024-04-05,7484.92,0.0,0.0,7484.92,EUR,paid,proforma,Development,bank_transfer,,2024-06-14,2024-12-12
430,INV-2025-1429,Fabre,492,2023-09-13,2023-10-06,2023-09-14,7988.03,10.0,798.8,8786.83,USD,paid,proforma,Training,bank_transfer,,2023-08-23,2025-07-16
434,INV-2025-1433,Regnier Millet S.A.R.L.,183,2025-07-07,2025-08-03,2025-07-11,4923.19,10.0,492.32,5415.51,USD,paid,credit_note,Consulting,paypal,,2024-10-21,2025-03-26
435,INV-2025-1434,Rocher,356,2025-03-06,2025-04-02,2025-03-12,4561.4,10.0,456.14,5017.54,USD,paid,proforma,Training,check,,2024-06-27,2025-05-02
436,INV-2025-1435,Moulin SA,142,2025-05-10,2025-06-14,2025-06-02,2293.1,20.0,458.62,2751.72,GBP,paid,credit_note,Training,check,,2025-07-11,2025-01-07
438,INV-2025-1437,Richard et Fils,435,2025-02-17,2025-04-13,2025-03-06,846.46,0.0,0.0,846.46,EUR,paid,recurring,Design,credit_card,Préférer coin un maintenant.,2025-03-23,2025-06-07
439,INV-2025-1438,Guichard Marchand et Fils,335,2025-02-01,2025-03-23,2025-02-26,8950.46,20.0,1790.09,10740.55,USD,paid,proforma,Hosting,credit_card,Puis caractère surveiller espérer grave.,2024-09-02,2024-08-17
442,INV-2025-1441,Baudry et Fils,481,2023-11-22,2024-01-12,2023-12-16,9680.58,20.0,1936.12,11616.7,GBP,paid,invoice,Hardware,check,,2025-02-04,2024-09-06
445,INV-2025-1444,Garnier,265,2024-06-10,2024-07-18,2024-07-11,8992.44,0.0,0.0,8992.44,GBP,paid,recurring,Hardware,direct_debit,,2024-10-09,2024-12-15
447,INV-2025-1446,Turpin SARL,186,2023-08-27,2023-10-22,2023-10-04,1587.38,5.5,87.31,1674.69,EUR,paid,credit_note,Hosting,paypal,Envie mettre accord coup moins.,2024-03-16,2025-05-06
448,INV-2025-1447,Tessier,332,2024-11-17,2025-01-01,2024-12-10,4842.31,5.5,266.33,5108.64,CHF,paid,invoice,Hardware,bank_transfer,,2024-10-25,2025-01-30
453,INV-2025-1452,Grondin S.A.S.,424,2024-02-25,2024-03-12,2024-02-29,8609.96,20.0,1721.99,10331.95,USD,paid,invoice,Software,check,Précis fauteuil vieux bas bientôt cesser.,2025-04-20,2024-12-23
455,INV-2025-1454,Sauvage,448,2025-02-13,2025-04-12,2025-03-16,5268.24,10.0,526.82,5795.06,EUR,paid,recurring,Hardware,check,Déjà trésor chair regretter brusquement.,2023-10-14,2024-09-25
457,INV-2025-1456,Torres Bailly et Fils,132,2023-10-24,2023-11-13,2023-11-01,8779.99,20.0,1756.0,10535.99,USD,paid,invoice,IT_Services,direct_debit,,2025-01-15,2025-03-14
458,INV-2025-1457,Caron,210,2023-08-23,2023-10-10,2023-09-12,6580.01,10.0,658.0,7238.01,GBP,paid,invoice,Software,check,,2023-10-02,2025-04-25
460,INV-2025-1459,Martinez Lebon S.A.R.L.,130,2024-03-11,2024-04-30,2024-04-05,3765.11,20.0,753.02,4518.13,GBP,paid,proforma,Hosting,credit_card,Quitter désormais impression rêver changement acte sauvage.,2024-01-12,2024-09-11
462,INV-2025-1461,Guillon S.A.S.,412,2025-07-20,2025-09-16,2025-07-21,1691.31,0.0,0.0,1691.31,EUR,paid,credit_note,Support,direct_debit,,2024-02-10,2025-07-14
463,INV-2025-1462,François S.A.,371,2025-04-14,2025-05-03,2025-04-21,3771.27,0.0,0.0,3771.27,CHF,paid,recurring,Design,direct_debit,,2025-06-23,2025-03-31
465,INV-2025-1464,Martinez,315,2025-02-04,2025-03-24,2025-03-14,432.73,5.5,23.8,456.53,USD,paid,invoice,Training,credit_card,,2024-05-16,2025-04-14
466,INV-2025-1465,Benoit,181,2024-06-18,2024-07-13,2024-07-04,2831.78,20.0,566.36,3398.14,CHF,paid,recurring,Design,credit_card,,2025-06-28,2024-10-03
467,INV-2025-1466,Gérard,372,2024-02-21,2024-04-21,2024-03-19,992.64,10.0,99.26,1091.9,GBP,paid,proforma,Maintenance,credit_card,,2023-08-19,2025-03-18
468,INV-2025-1467,Didier,134,2024-11-14,2024-12-11,2024-12-07,4099.17,0.0,0.0,4099.17,USD,paid,recurring,Development,bank_transfer,,2024-06-07,2025-07-01
469,INV-2025-1468,Fernandez SARL,449,2024-09-22,2024-11-08,2024-11-07,9475.45,10.0,947.54,10422.99,GBP,paid,recurring,Hosting,direct_debit,,2024-05-16,2024-09-14
470,INV-2025-1469,Lombard Devaux SA,349,2024-06-12,2024-07-12,2024-07-01,9616.26,20.0,1923.25,11539.51,CHF,paid,invoice,Support,bank_transfer,,2024-05-16,2025-05-22
471,INV-2025-1470,Devaux,410,2025-01-27,2025-03-07,2025-03-02,9942.56,5.5,546.84,10489.4,GBP,paid,recurring,Training,direct_debit,,2025-03-21,2025-01-27
477,INV-2025-1476,Rey S.A.S.,245,2023-08-21,2023-10-11,2023-08-29,5304.78,20.0,1060.96,6365.74,EUR,paid,proforma,Hosting,credit_card,,2024-01-09,2024-07-30
481,INV-2025-1480,Laine SARL,412,2025-07-04,2025-08-24,2025-07-07,8160.49,10.0,816.05,8976.54,USD,paid,recurring,Hosting,credit_card,,2023-09-18,2024-12-15
484,INV-2025-1483,Hubert,177,2024-03-25,2024-04-30,2024-04-10,3667.04,10.0,366.7,4033.74,EUR,paid,recurring,Consulting,paypal,Rompre feu puissance écouter compte abattre premier mot.,2025-05-14,2025-05-18
485,INV-2025-1484,Marion Prévost S.A.S.,400,2024-10-05,2024-11-27,2024-10-08,5801.36,5.5,319.07,6120.43,GBP,paid,proforma,Training,direct_debit,,2024-01-11,2025-03-28
487,INV-2025-1486,Julien,41,2023-09-21,2023-11-14,2023-10-14,8504.12,0.0,0.0,8504.12,USD,paid,proforma,Hardware,paypal,,2023-12-01,2025-03-27
488,INV-2025-1487,Cohen,139,2025-06-09,2025-07-12,2025-06-13,6093.31,20.0,1218.66,7311.97,CHF,paid,proforma,Design,direct_debit,Discussion désirer aussi.,2024-02-08,2025-05-24
490,INV-2025-1489,Teixeira,281,2024-06-12,2024-07-03,2024-06-28,9374.26,20.0,1874.85,11249.11,EUR,paid,invoice,Hosting,direct_debit,Être fenêtre santé résistance naissance rayon.,2024-01-15,2024-09-24
491,INV-2025-1490,Cousin SA,336,2024-07-07,2024-07-27,2024-07-14,6219.21,0.0,0.0,6219.21,CHF,paid,proforma,Hardware,credit_card,Digne branche état souvent claire avance.,2025-06-20,2024-08-28
494,INV-2025-1493,Lejeune Grenier S.A.S.,247,2024-04-05,2024-05-30,2024-04-24,3165.65,10.0,316.56,3482.21,USD,paid,invoice,Support,paypal,,2025-02-03,2025-07-17
499,INV-2025-1498,Ferreira,140,2024-03-05,2024-04-07,2024-03-12,4607.9,20.0,921.58,5529.48,CHF,paid,credit_note,Training,bank_transfer,,2024-03-19,2025-05-24
500,INV-2025-1499,Peltier,138,2024-05-26,2024-07-14,2024-07-10,9726.09,10.0,972.61,10698.7,USD,paid,recurring,IT_Services,credit_card,,2024-02-14,2024-08-27
504,INV-2025-1503,Barbe,200,2024-09-24,2024-10-15,2024-09-29,9822.95,20.0,1964.59,11787.54,GBP,paid,proforma,Software,bank_transfer,Verre porte trait mot demain égal.,2024-05-25,2025-07-08
505,INV-2025-1504,Mathieu Boulay S.A.R.L.,102,2025-05-16,2025-07-05,2025-05-19,2607.8,10.0,260.78,2868.58,GBP,paid,invoice,Hardware,bank_transfer,,2023-12-05,2024-09-26
506,INV-2025-1505,Dupont Briand SA,300,2024-01-03,2024-02-14,2024-01-21,1756.87,10.0,175.69,1932.56,EUR,paid,recurring,Hardware,bank_transfer,Cour saint chemin nourrir ensemble propos.,2025-04-11,2024-08-18
507,INV-2025-1506,Courtois,191,2023-09-28,2023-11-19,2023-11-04,4805.18,5.5,264.28,5069.46,EUR,paid,credit_note,Software,check,,2024-04-02,2025-06-20
508,INV-2025-1507,Richard,31,2024-02-22,2024-04-16,2024-04-12,9699.55,0.0,0.0,9699.55,GBP,paid,credit_note,Development,bank_transfer,,2025-03-25,2025-04-21
510,INV-2025-1509,Thibault SA,287,2023-11-15,2023-12-08,2023-11-24,490.94,20.0,98.19,589.13,GBP,paid,recurring,Hardware,direct_debit,,2025-03-25,2024-11-11
513,INV-2025-1512,Girard Vallet S.A.R.L.,98,2025-06-12,2025-07-12,2025-06-28,727.08,20.0,145.42,872.5,CHF,paid,credit_note,Design,paypal,,2025-07-08,2024-11-04
514,INV-2025-1513,Marques SARL,23,2025-06-18,2025-08-13,2025-07-06,1052.94,0.0,0.0,1052.94,USD,paid,credit_note,IT_Services,credit_card,,2024-03-21,2024-11-09
523,INV-2025-1522,Guillot SARL,146,2025-07-08,2025-08-20,2025-07-11,4031.2,0.0,0.0,4031.2,EUR,paid,credit_note,Maintenance,bank_transfer,,2024-08-06,2025-03-10
524,INV-2025-1523,Coste,471,2024-07-03,2024-08-01,2024-07-20,3217.56,10.0,321.76,3539.32,USD,paid,invoice,IT_Services,check,,2024-09-24,2024-12-06
525,INV-2025-1524,Bouvet,120,2024-04-15,2024-05-08,2024-04-30,8907.29,5.5,489.9,9397.19,GBP,paid,proforma,Consulting,direct_debit,,2025-04-29,2025-04-16
526,INV-2025-1525,Collin SA,89,2023-10-01,2023-10-29,2023-10-28,7263.45,20.0,1452.69,8716.14,CHF,paid,invoice,Design,paypal,,2023-11-27,2025-06-19
529,INV-2025-1528,Mendès,26,2024-01-12,2024-02-05,2024-02-05,7007.91,5.5,385.44,7393.35,CHF,paid,recurring,Design,direct_debit,,2025-01-24,2025-03-29
531,INV-2025-1530,Léger,397,2025-05-04,2025-06-23,2025-06-09,942.28,20.0,188.46,1130.74,USD,paid,credit_note,Support,direct_debit,,2025-01-05,2024-09-03
532,INV-2025-1531,Baron,125,2024-07-31,2024-09-09,2024-08-06,2041.38,5.5,112.28,2153.66,EUR,paid,proforma,Hosting,paypal,,2024-12-02,2024-11-26
533,INV-2025-1532,Bègue,188,2025-05-22,2025-07-12,2025-06-17,6750.3,20.0,1350.06,8100.36,GBP,paid,credit_note,Training,paypal,,2025-01-26,2025-07-04
534,INV-2025-1533,Gérard Blondel S.A.,316,2024-12-10,2024-12-26,2024-12-24,1775.63,10.0,177.56,1953.19,CHF,paid,credit_note,Support,bank_transfer,Révolution révéler obéir petit.,2025-01-02,2024-09-15
535,INV-2025-1534,Collet,58,2025-02-02,2025-03-03,2025-02-04,3800.83,0.0,0.0,3800.83,EUR,paid,credit_note,Design,credit_card,Tapis franchir quand nécessaire vous.,2025-04-17,2024-10-04
536,INV-2025-1535,Leconte,157,2024-04-14,2024-05-17,2024-05-05,6968.57,0.0,0.0,6968.57,CHF,paid,recurring,IT_Services,paypal,,2024-04-27,2025-02-05
537,INV-2025-1536,Cousin Pereira S.A.R.L.,281,2024-03-12,2024-04-30,2024-03-28,5509.6,10.0,550.96,6060.56,CHF,paid,credit_note,IT_Services,check,,2023-10-31,2025-05-06
539,INV-2025-1538,De Oliveira,443,2024-04-23,2024-05-08,2024-05-03,6637.69,10.0,663.77,7301.46,EUR,paid,invoice,Maintenance,check,,2025-03-27,2025-07-02
540,INV-2025-1539,Mary,249,2024-04-05,2024-05-14,2024-05-11,7125.92,10.0,712.59,7838.51,EUR,paid,credit_note,Hardware,direct_debit,Inquiéter caractère art particulier nature.,2024-11-17,2024-08-19
544,INV-2025-1543,Bonneau Gay et Fils,214,2025-03-19,2025-05-15,2025-03-27,7325.91,5.5,402.93,7728.84,USD,paid,credit_note,Hosting,paypal,Français verre fille apercevoir couler faux.,2023-08-03,2025-07-04
549,INV-2025-1548,Denis Poulain et Fils,306,2025-02-12,2025-04-07,2025-02-14,6095.48,5.5,335.25,6430.73,USD,paid,credit_note,IT_Services,paypal,,2024-12-10,2025-05-26
550,INV-2025-1549,Pires,365,2023-08-21,2023-10-05,2023-09-26,8476.77,20.0,1695.35,10172.12,GBP,paid,credit_note,Hosting,check,,2024-09-11,2025-03-22
551,INV-2025-1550,Guibert SA,474,2023-08-29,2023-09-23,2023-09-02,419.07,0.0,0.0,419.07,GBP,paid,recurring,Hardware,credit_card,Position général fidèle.,2024-09-21,2024-10-29
552,INV-2025-1551,Lemonnier Torres et Fils,444,2024-07-25,2024-08-13,2024-08-08,9551.52,20.0,1910.3,11461.82,CHF,paid,proforma,Support,credit_card,,2023-07-31,2024-11-17
555,INV-2025-1554,Guillaume,397,2023-11-24,2023-12-12,2023-11-25,4451.58,10.0,445.16,4896.74,GBP,paid,recurring,Software,check,,2025-01-08,2025-07-20
556,INV-2025-1555,Bernard Richard et Fils,425,2024-07-30,2024-08-17,2024-08-15,9046.39,20.0,1809.28,10855.67,CHF,paid,invoice,Development,bank_transfer,,2023-10-01,2025-07-10
558,INV-2025-1557,Boucher et Fils,452,2024-08-23,2024-10-06,2024-08-30,7155.08,5.5,393.53,7548.61,CHF,paid,invoice,Maintenance,paypal,,2024-01-19,2025-01-16
559,INV-2025-1558,Girard,47,2024-03-08,2024-05-07,2024-04-02,7211.91,0.0,0.0,7211.91,EUR,paid,recurring,Training,bank_transfer,,2023-10-09,2025-06-04
560,INV-2025-1559,Alves,194,2023-12-05,2024-01-13,2023-12-08,9754.4,5.5,536.49,10290.89,CHF,paid,invoice,Software,paypal,,2025-04-06,2025-04-12
562,INV-2025-1561,Dos Santos et Fils,492,2025-05-14,2025-06-26,2025-05-18,1888.89,5.5,103.89,1992.78,USD,paid,invoice,Design,paypal,,2024-12-07,2024-09-27
564,INV-2025-1563,Le Goff,126,2025-06-04,2025-07-19,2025-06-13,4474.57,0.0,0.0,4474.57,GBP,paid,credit_note,IT_Services,credit_card,,2023-12-13,2024-09-05
565,INV-2025-1564,Maillard,342,2024-05-29,2024-07-24,2024-07-06,1539.21,0.0,0.0,1539.21,GBP,paid,proforma,Consulting,bank_transfer,,2025-05-03,2024-12-20
571,INV-2025-1570,Lesage et Fils,1,2024-04-10,2024-06-03,2024-05-30,2975.83,5.5,163.67,3139.5,EUR,paid,invoice,Support,bank_transfer,Jeunesse pièce passer chemise salut.,2025-06-15,2025-03-18
572,INV-2025-1571,Bodin Lelièvre S.A.R.L.,24,2023-09-03,2023-10-01,2023-09-04,9989.97,20.0,1997.99,11987.96,GBP,paid,proforma,Development,credit_card,,2025-05-29,2024-09-25
576,INV-2025-1575,Leblanc,428,2024-10-01,2024-11-14,2024-10-21,4198.14,0.0,0.0,4198.14,GBP,paid,proforma,Development,direct_debit,,2024-05-01,2025-06-08
578,INV-2025-1577,Boutin,96,2024-03-05,2024-04-29,2024-04-27,1743.1,20.0,348.62,2091.72,EUR,paid,proforma,Training,bank_transfer,,2023-10-14,2024-08-09
579,INV-2025-1578,Joly,425,2025-06-18,2025-07-08,2025-06-25,2452.66,20.0,490.53,2943.19,GBP,paid,credit_note,Development,paypal,,2025-04-22,2025-04-27
581,INV-2025-1580,Albert Aubert et Fils,74,2023-10-24,2023-12-08,2023-12-01,5283.92,10.0,528.39,5812.31,EUR,paid,credit_note,Hardware,bank_transfer,,2024-04-11,2024-09-03
585,INV-2025-1584,Grégoire,282,2024-09-24,2024-11-17,2024-11-05,1113.52,10.0,111.35,1224.87,GBP,paid,proforma,Software,paypal,,2025-03-21,2025-07-15
586,INV-2025-1585,Foucher Rodriguez SA,277,2025-06-28,2025-07-23,2025-07-06,6171.3,10.0,617.13,6788.43,CHF,paid,invoice,Software,bank_transfer,,2024-05-19,2025-04-04
