STATEMENT_ID,STATEMENT_DATE,OPERATION_LABEL,ADDITIONAL_LABEL,DEBIT,CREDIT,COMMENTS,RELATED_INVOICE_ID,CREATED_AT,SOURCE_FILENAME,FILE_BLOB,MIME_TYPE,RELATED_EXPENSE_ID,VALUE_DATE,MATCH_TYPE,GROUPED_INVOICE_IDS,ACTUAL_INVOICE_ID,INVOICE_ID,INVOICE_DATE,CLIENT_ID,CLIENT_TYPE,TOTAL_HT,MONTANT_TVA,AMOUNT_TTC,RAS_5P,RAS_TVA,AMOUNT_TO_PAY,PU,QUANTITY,ELECTRONIC_DATE,PHYSICAL_DATE,EXPECTED_PAYMENT_DATE,LABEL,PO,INVOICE_YEAR,STATUS,PAYMENT_DATE,INVOICE_NUMBER,merge_source,libele
278,2024-05-14,VIREMENT RECU,REF: FAC-2024-69365 - Hébergement cloud,,29421.5,Paiement facture FAC-2024-69365,718.0,2025-07-28 15:45:43.043350,releve_202405.csv,,text/csv,,2024-05-14,MATCHED,,,718.0,2024-04-01,30.0,PRIVE,24517.92,4903.58,29421.5,0.0,0.0,29421.5,1532.37,16.0,2024-04-02,2024-04-03,2024-05-21,Hébergement cloud,PO-25025-Yj,2024.0,PAID,2024-05-14,FAC-2024-69365,bank_statements_matched.csv + invoices_matched.csv,1
279,2025-05-03,VIREMENT RECU,REF: FAC-2025-13277 - Consulting IT,,3762.27,Paiement facture FAC-2025-13277,719.0,2025-07-28 15:45:43.043350,releve_202505.csv,,text/csv,,2025-05-03,MATCHED,,,719.0,2025-02-11,11.0,PUBLIC,3762.27,752.45,4514.72,188.11,564.34,3762.27,1254.09,3.0,2025-02-11,,2025-04-19,Consulting IT,PO-42686-Ho,2025.0,PAID,2025-05-03,FAC-2025-13277,bank_statements_matched.csv + invoices_matched.csv,1
280,2025-04-27,VIREMENT RECU,REF: FAC-2025-54512 - Développement logiciel,,30151.0,Paiement facture FAC-2025-54512,722.0,2025-07-28 15:45:43.043350,releve_202504.csv,,text/csv,,2025-04-27,MATCHED,,,722.0,2025-02-19,81.0,PUBLIC,30151.0,6030.2,36181.2,1507.55,4522.65,30151.0,1507.55,20.0,2025-02-21,2025-02-22,2025-04-12,Développement logiciel,PO-10377-DV,2025.0,PAID,2025-04-27,FAC-2025-54512,bank_statements_matched.csv + invoices_matched.csv,1
281,2024-01-26,VIREMENT RECU,REF: FAC-2023-76248 - Licence logicielle,,8698.49,Paiement facture FAC-2023-76248,723.0,2025-07-28 15:45:43.043350,releve_202401.csv,,text/csv,,2024-01-26,MATCHED,,,723.0,2023-11-13,21.0,PUBLIC,8698.5,1739.7,10438.2,434.93,1304.78,8698.49,579.9,15.0,2023-11-14,,2024-01-19,Licence logicielle,PO-51253-eI,2023.0,PAID,2024-01-26,FAC-2023-76248,bank_statements_matched.csv + invoices_matched.csv,1
282,2024-02-29,VIREMENT RECU,REF: FAC-2024-53190 - Consulting IT,,9752.48,Paiement facture FAC-2024-53190,725.0,2025-07-28 15:45:43.043350,releve_202402.csv,,text/csv,,2024-02-29,MATCHED,,,725.0,2024-01-04,90.0,PRIVE,8127.07,1625.41,9752.48,0.0,0.0,9752.48,1161.01,7.0,2024-01-06,,2024-03-11,Consulting IT,PO-07229-gq,2024.0,PAID,2024-02-29,FAC-2024-53190,bank_statements_matched.csv + invoices_matched.csv,1
283,2025-03-25,VIREMENT RECU,REF: FAC-2025-28434 - Consulting IT,,16295.04,Paiement facture FAC-2025-28434,726.0,2025-07-28 15:45:43.043350,releve_202503.csv,,text/csv,,2025-03-25,MATCHED,,,726.0,2025-02-19,33.0,PRIVE,13579.2,2715.84,16295.04,0.0,0.0,16295.04,1697.4,8.0,2025-02-21,,2025-04-02,Consulting IT,PO-47793-zP,2025.0,PAID,2025-03-25,FAC-2025-28434,bank_statements_matched.csv + invoices_matched.csv,1
284,2024-03-21,VIREMENT RECU,REF: FAC-2023-17287 - Maintenance SaaS,,25438.14,Paiement facture FAC-2023-17287,727.0,2025-07-28 15:45:43.043350,releve_202403.csv,,text/csv,,2024-03-21,MATCHED,,,727.0,2023-12-25,25.0,PUBLIC,25438.14,5087.63,30525.77,1271.91,3815.72,25438.14,1956.78,13.0,2023-12-27,2023-12-28,2024-03-16,Maintenance SaaS,PO-59436-RG,2023.0,PAID,2024-03-21,FAC-2023-17287,bank_statements_matched.csv + invoices_matched.csv,1
285,2025-07-02,VIREMENT RECU,REF: FAC-2025-26598 - Consulting IT,,1409.34,Paiement facture FAC-2025-26598,728.0,2025-07-28 15:45:43.043350,releve_202507.csv,,text/csv,,2025-07-02,MATCHED,,,728.0,2025-05-16,88.0,PRIVE,1174.45,234.89,1409.34,0.0,0.0,1409.34,1174.45,1.0,2025-05-17,2025-05-19,2025-07-16,Consulting IT,PO-18550-Cj,2025.0,PAID,2025-07-02,FAC-2025-26598,bank_statements_matched.csv + invoices_matched.csv,1
286,2024-12-09,VIREMENT RECU,REF: FAC-2024-86447 - Formation technique,,17062.22,Paiement facture FAC-2024-86447,729.0,2025-07-28 15:45:43.043350,releve_202412.csv,,text/csv,,2024-12-09,MATCHED,,,729.0,2024-11-06,29.0,PUBLIC,17062.22,3412.44,20474.66,853.11,2559.33,17062.22,1218.73,14.0,2024-11-08,2024-11-10,2024-12-20,Formation technique,PO-09135-Kf,2024.0,PAID,2024-12-09,FAC-2024-86447,bank_statements_matched.csv + invoices_matched.csv,1
287,2023-12-26,VIREMENT RECU,REF: FAC-2023-30112 - Formation technique,,34127.04,Paiement facture FAC-2023-30112,730.0,2025-07-28 15:45:43.044375,releve_202312.csv,,text/csv,,2023-12-26,MATCHED,,,730.0,2023-10-27,29.0,PUBLIC,34127.04,6825.41,40952.45,1706.35,5119.06,34127.04,1796.16,19.0,2023-10-29,2023-10-31,2023-12-14,Formation technique,PO-02395-OT,2023.0,PAID,2023-12-26,FAC-2023-30112,bank_statements_matched.csv + invoices_matched.csv,1
288,2025-04-05,VIREMENT RECU,REF: FAC-2025-00638 - Licence logicielle,,24695.06,Paiement facture FAC-2025-00638,732.0,2025-07-28 15:45:43.044375,releve_202504.csv,,text/csv,,2025-04-05,MATCHED,,,732.0,2025-01-19,59.0,PUBLIC,24695.06,4939.01,29634.07,1234.75,3704.26,24695.06,1299.74,19.0,2025-01-19,2025-01-23,2025-03-23,Licence logicielle,PO-72952-iT,2025.0,PAID,2025-04-05,FAC-2025-00638,bank_statements_matched.csv + invoices_matched.csv,1
289,2025-02-27,VIREMENT RECU,REF: FAC-2025-65277 - Formation technique,,13651.74,Paiement facture FAC-2025-65277,733.0,2025-07-28 15:45:43.044375,releve_202502.csv,,text/csv,,2025-02-27,MATCHED,,,733.0,2025-01-16,57.0,PUBLIC,13651.74,2730.35,16382.09,682.59,2047.76,13651.74,1516.86,9.0,2025-01-18,2025-01-17,2025-02-16,Formation technique,PO-89004-jd,2025.0,PAID,2025-02-27,FAC-2025-65277,bank_statements_matched.csv + invoices_matched.csv,1
290,2025-01-03,VIREMENT RECU,REF: FAC-2024-69991 - Consulting IT,,9127.79,Paiement facture FAC-2024-69991,734.0,2025-07-28 15:45:43.044375,releve_202501.csv,,text/csv,,2025-01-03,MATCHED,,,734.0,2024-10-10,29.0,PUBLIC,9127.79,1825.56,10953.35,456.39,1369.17,9127.79,1303.97,7.0,2024-10-11,2024-10-13,2024-12-22,Consulting IT,PO-02592-hV,2024.0,PAID,2025-01-03,FAC-2024-69991,bank_statements_matched.csv + invoices_matched.csv,1
291,2023-10-08,VIREMENT RECU,REF: FAC-2023-88842 - Hébergement cloud,,2608.61,Paiement facture FAC-2023-88842,736.0,2025-07-28 15:45:43.044375,releve_202310.csv,,text/csv,,2023-10-08,MATCHED,,,736.0,2023-09-12,93.0,PRIVE,2173.84,434.77,2608.61,0.0,0.0,2608.61,543.46,4.0,2023-09-13,2023-09-13,2023-10-17,Hébergement cloud,PO-71077-Fu,2023.0,PAID,2023-10-08,FAC-2023-88842,bank_statements_matched.csv + invoices_matched.csv,1
292,2025-07-21,VIREMENT RECU,REF: FAC-2025-73311 - Licence logicielle,,3799.6,Paiement facture FAC-2025-73311,737.0,2025-07-28 15:45:43.044375,releve_202507.csv,,text/csv,,2025-07-21,MATCHED,,,737.0,2025-06-14,68.0,PUBLIC,3799.6,759.92,4559.52,189.98,569.94,3799.6,542.8,7.0,2025-06-14,2025-06-15,2025-07-17,Licence logicielle,PO-27488-Dl,2025.0,PAID,2025-07-21,FAC-2025-73311,bank_statements_matched.csv + invoices_matched.csv,1
293,2025-06-08,VIREMENT RECU,REF: FAC-2025-25288 - Développement logiciel,,27146.81,Paiement facture FAC-2025-25288,739.0,2025-07-28 15:45:43.044375,releve_202506.csv,,text/csv,,2025-06-08,MATCHED,,,739.0,2025-03-23,45.0,PRIVE,22622.34,4524.47,27146.81,0.0,0.0,27146.81,1740.18,13.0,2025-03-23,,2025-06-11,Développement logiciel,PO-61580-io,2025.0,PAID,2025-06-08,FAC-2025-25288,bank_statements_matched.csv + invoices_matched.csv,1
294,2024-06-11,VIREMENT RECU,REF: FAC-2024-60666 - Hébergement cloud,,6931.09,Paiement facture FAC-2024-60666,740.0,2025-07-28 15:45:43.044375,releve_202406.csv,,text/csv,,2024-06-11,MATCHED,,,740.0,2024-03-21,29.0,PUBLIC,6931.08,1386.22,8317.3,346.55,1039.66,6931.09,385.06,18.0,2024-03-21,2024-03-26,2024-05-28,Hébergement cloud,PO-50709-Ri,2024.0,PAID,2024-06-11,FAC-2024-60666,bank_statements_matched.csv + invoices_matched.csv,1
295,2024-07-21,VIREMENT RECU,REF: FAC-2024-26262 - Formation technique,,21589.08,Paiement facture FAC-2024-26262,743.0,2025-07-28 15:45:43.044375,releve_202407.csv,,text/csv,,2024-07-21,MATCHED,,,743.0,2024-05-09,83.0,PRIVE,17990.9,3598.18,21589.08,0.0,0.0,21589.08,1799.09,10.0,2024-05-10,2024-05-12,2024-07-07,Formation technique,PO-60066-ba,2024.0,PAID,2024-07-21,FAC-2024-26262,bank_statements_matched.csv + invoices_matched.csv,1
296,2024-05-23,VIREMENT RECU,REF: FAC-2024-43796 - Maintenance SaaS,,2962.01,Paiement facture FAC-2024-43796,751.0,2025-07-28 15:45:43.044375,releve_202405.csv,,text/csv,,2024-05-23,MATCHED,,,751.0,2024-04-02,1.0,PRIVE,2468.34,493.67,2962.01,0.0,0.0,2962.01,1234.17,2.0,2024-04-02,,2024-06-07,Maintenance SaaS,PO-60955-lt,2024.0,PAID,2024-05-23,FAC-2024-43796,bank_statements_matched.csv + invoices_matched.csv,1
297,2023-11-19,VIREMENT RECU,REF: FAC-2023-18417 - Licence logicielle,,8513.33,Paiement facture FAC-2023-18417,755.0,2025-07-28 15:45:43.044375,releve_202311.csv,,text/csv,,2023-11-19,MATCHED,,,755.0,2023-09-14,15.0,PUBLIC,8513.33,1702.67,10216.0,425.67,1277.0,8513.33,448.07,19.0,2023-09-14,,2023-11-22,Licence logicielle,PO-78984-jY,2023.0,PAID,2023-11-19,FAC-2023-18417,bank_statements_matched.csv + invoices_matched.csv,1
298,2025-07-18,VIREMENT RECU,REF: FAC-2025-97981 - Licence logicielle,,2443.49,Paiement facture FAC-2025-97981,757.0,2025-07-28 15:45:43.044375,releve_202507.csv,,text/csv,,2025-07-18,MATCHED,,,757.0,2025-06-06,91.0,PRIVE,2036.24,407.25,2443.49,0.0,0.0,2443.49,509.06,4.0,2025-06-07,2025-06-07,2025-07-12,Licence logicielle,PO-48994-jW,2025.0,PAID,2025-07-18,FAC-2025-97981,bank_statements_matched.csv + invoices_matched.csv,1
299,2025-05-25,VIREMENT RECU,REF: FAC-2025-96084 - Développement logiciel,,2509.51,Paiement facture FAC-2025-96084,759.0,2025-07-28 15:45:43.044375,releve_202505.csv,,text/csv,,2025-05-25,MATCHED,,,759.0,2025-03-10,24.0,PUBLIC,2509.52,501.9,3011.42,125.48,376.43,2509.51,132.08,19.0,2025-03-12,2025-03-13,2025-05-16,Développement logiciel,PO-03132-cy,2025.0,PAID,2025-05-25,FAC-2025-96084,bank_statements_matched.csv + invoices_matched.csv,1
300,2025-07-31,VIREMENT RECU,REF: FAC-2025-59975 - Maintenance SaaS,,4622.71,Paiement facture FAC-2025-59975,760.0,2025-07-28 15:45:43.044375,releve_202507.csv,,text/csv,,2025-07-31,MATCHED,,,760.0,2025-05-25,39.0,PUBLIC,4622.7,924.54,5547.24,231.13,693.4,4622.71,1540.9,3.0,2025-05-27,2025-05-27,2025-07-28,Maintenance SaaS,PO-78176-eR,2025.0,PAID,2025-07-31,FAC-2025-59975,bank_statements_matched.csv + invoices_matched.csv,1
301,2024-06-28,VIREMENT RECU,REF: FAC-2024-07187 - Consulting IT,,11107.92,Paiement facture FAC-2024-07187,761.0,2025-07-28 15:45:43.044375,releve_202406.csv,,text/csv,,2024-06-28,MATCHED,,,761.0,2024-03-30,97.0,PRIVE,9256.6,1851.32,11107.92,0.0,0.0,11107.92,462.83,20.0,2024-03-30,2024-04-01,2024-06-19,Consulting IT,PO-46684-EK,2024.0,PAID,2024-06-28,FAC-2024-07187,bank_statements_matched.csv + invoices_matched.csv,1
302,2025-04-13,VIREMENT RECU,REF: FAC-2025-81270 - Consulting IT,,14856.9,Paiement facture FAC-2025-81270,763.0,2025-07-28 15:45:43.044375,releve_202504.csv,,text/csv,,2025-04-13,MATCHED,,,763.0,2025-02-07,13.0,PUBLIC,14856.9,2971.38,17828.28,742.85,2228.53,14856.9,990.46,15.0,2025-02-08,2025-02-08,2025-04-15,Consulting IT,PO-39100-bb,2025.0,PAID,2025-04-13,FAC-2025-81270,bank_statements_matched.csv + invoices_matched.csv,1
303,2024-10-17,VIREMENT RECU,REF: FAC-2024-52071 - Licence logicielle,,21935.87,Paiement facture FAC-2024-52071,764.0,2025-07-28 15:45:43.044375,releve_202410.csv,,text/csv,,2024-10-17,MATCHED,,,764.0,2024-09-05,42.0,PUBLIC,21935.87,4387.17,26323.04,1096.79,3290.38,21935.87,1994.17,11.0,2024-09-06,2024-09-06,2024-10-06,Licence logicielle,PO-37349-MA,2024.0,PAID,2024-10-17,FAC-2024-52071,bank_statements_matched.csv + invoices_matched.csv,1
304,2024-03-28,VIREMENT RECU,REF: FAC-2023-00385 - Hébergement cloud,,2224.09,Paiement facture FAC-2023-00385,765.0,2025-07-28 15:45:43.044375,releve_202403.csv,,text/csv,,2024-03-28,MATCHED,,,765.0,2023-12-27,34.0,PUBLIC,2224.08,444.82,2668.9,111.2,333.61,2224.09,123.56,18.0,2023-12-27,2023-12-28,2024-03-18,Hébergement cloud,PO-47678-OM,2023.0,PAID,2024-03-28,FAC-2023-00385,bank_statements_matched.csv + invoices_matched.csv,1
305,2024-12-31,VIREMENT RECU,REF: FAC-2024-38668 - Formation technique,,6321.81,Paiement facture FAC-2024-38668,768.0,2025-07-28 15:45:43.044375,releve_202412.csv,,text/csv,,2024-12-31,MATCHED,,,768.0,2024-11-22,51.0,PUBLIC,6321.81,1264.36,7586.17,316.09,948.27,6321.81,574.71,11.0,2024-11-23,2024-11-25,2024-12-23,Formation technique,PO-50556-cC,2024.0,PAID,2024-12-31,FAC-2024-38668,bank_statements_matched.csv + invoices_matched.csv,1
306,2023-11-12,VIREMENT RECU,REF: FAC-2023-32930 - Hébergement cloud,,13907.46,Paiement facture FAC-2023-32930,769.0,2025-07-28 15:45:43.044375,releve_202311.csv,,text/csv,,2023-11-12,MATCHED,,,769.0,2023-09-19,52.0,PUBLIC,13907.46,2781.49,16688.95,695.37,2086.12,13907.46,1986.78,7.0,2023-09-19,2023-09-24,2023-11-04,Hébergement cloud,PO-07055-bA,2023.0,PAID,2023-11-12,FAC-2023-32930,bank_statements_matched.csv + invoices_matched.csv,1
307,2023-12-01,VIREMENT RECU,REF: FAC-2023-07304 - Maintenance SaaS,,23353.2,Paiement facture FAC-2023-07304,770.0,2025-07-28 15:45:43.044375,releve_202312.csv,,text/csv,,2023-12-01,MATCHED,,,770.0,2023-10-12,4.0,PRIVE,19461.0,3892.2,23353.2,0.0,0.0,23353.2,1946.1,10.0,2023-10-12,2023-10-13,2023-11-27,Maintenance SaaS,PO-14457-nV,2023.0,PAID,2023-12-01,FAC-2023-07304,bank_statements_matched.csv + invoices_matched.csv,1
308,2024-08-02,VIREMENT RECU,REF: FAC-2024-00897 - Développement logiciel,,7086.47,Paiement facture FAC-2024-00897,771.0,2025-07-28 15:45:43.045445,releve_202408.csv,,text/csv,,2024-08-02,MATCHED,,,771.0,2024-05-29,12.0,PRIVE,5905.39,1181.08,7086.47,0.0,0.0,7086.47,310.81,19.0,2024-05-31,2024-06-03,2024-08-10,Développement logiciel,PO-83076-dE,2024.0,PAID,2024-08-02,FAC-2024-00897,bank_statements_matched.csv + invoices_matched.csv,1
309,2025-05-13,VIREMENT RECU,REF: FAC-2025-64369 - Hébergement cloud,,3412.18,Paiement facture FAC-2025-64369,773.0,2025-07-28 15:45:43.045445,releve_202505.csv,,text/csv,,2025-05-13,MATCHED,,,773.0,2025-04-10,33.0,PRIVE,2843.48,568.7,3412.18,0.0,0.0,3412.18,1421.74,2.0,2025-04-11,2025-04-14,2025-05-15,Hébergement cloud,PO-30275-qW,2025.0,PAID,2025-05-13,FAC-2025-64369,bank_statements_matched.csv + invoices_matched.csv,1
310,2024-10-10,VIREMENT RECU,REF: FAC-2024-53445 - Maintenance SaaS,,19980.1,Paiement facture FAC-2024-53445,775.0,2025-07-28 15:45:43.045445,releve_202410.csv,,text/csv,,2024-10-10,MATCHED,,,775.0,2024-07-24,40.0,PRIVE,16650.08,3330.02,19980.1,0.0,0.0,19980.1,1040.63,16.0,2024-07-26,2024-07-26,2024-09-27,Maintenance SaaS,PO-81721-GV,2024.0,PAID,2024-10-10,FAC-2024-53445,bank_statements_matched.csv + invoices_matched.csv,1
311,2024-03-22,VIREMENT RECU,REF: FAC-2024-97830 - Maintenance SaaS,,6518.99,Paiement facture FAC-2024-97830,778.0,2025-07-28 15:45:43.045445,releve_202403.csv,,text/csv,,2024-03-22,MATCHED,,,778.0,2024-01-27,27.0,PRIVE,5432.49,1086.5,6518.99,0.0,0.0,6518.99,1810.83,3.0,2024-01-29,2024-01-31,2024-04-06,Maintenance SaaS,PO-89610-aj,2024.0,PAID,2024-03-22,FAC-2024-97830,bank_statements_matched.csv + invoices_matched.csv,1
312,2024-09-23,VIREMENT RECU,REF: FAC-2024-54327 - Développement logiciel,,7341.2,Paiement facture FAC-2024-54327,780.0,2025-07-28 15:45:43.045445,releve_202409.csv,,text/csv,,2024-09-23,MATCHED,,,780.0,2024-07-10,18.0,PUBLIC,7341.2,1468.24,8809.44,367.06,1101.18,7341.2,917.65,8.0,2024-07-10,2024-07-12,2024-09-16,Développement logiciel,PO-94040-rJ,2024.0,PAID,2024-09-23,FAC-2024-54327,bank_statements_matched.csv + invoices_matched.csv,1
313,2024-10-21,VIREMENT RECU,REF: FAC-2024-68526 - Consulting IT,,12197.81,Paiement facture FAC-2024-68526,781.0,2025-07-28 15:45:43.045445,releve_202410.csv,,text/csv,,2024-10-21,MATCHED,,,781.0,2024-09-10,41.0,PRIVE,10164.84,2032.97,12197.81,0.0,0.0,12197.81,726.06,14.0,2024-09-11,2024-09-14,2024-10-26,Consulting IT,PO-64128-eD,2024.0,PAID,2024-10-21,FAC-2024-68526,bank_statements_matched.csv + invoices_matched.csv,1
314,2024-09-28,VIREMENT RECU,REF: FAC-2024-90009 - Développement logiciel,,10471.86,Paiement facture FAC-2024-90009,783.0,2025-07-28 15:45:43.045445,releve_202409.csv,,text/csv,,2024-09-28,MATCHED,,,783.0,2024-08-10,39.0,PUBLIC,10471.86,2094.37,12566.23,523.59,1570.78,10471.86,1163.54,9.0,2024-08-11,2024-08-11,2024-10-04,Développement logiciel,PO-05197-BT,2024.0,PAID,2024-09-28,FAC-2024-90009,bank_statements_matched.csv + invoices_matched.csv,1
315,2025-07-03,VIREMENT RECU,REF: FAC-2025-24085 - Formation technique,,21314.69,Paiement facture FAC-2025-24085,784.0,2025-07-28 15:45:43.045445,releve_202507.csv,,text/csv,,2025-07-03,MATCHED,,,784.0,2025-05-04,8.0,PUBLIC,21314.7,4262.94,25577.64,1065.74,3197.21,21314.69,1937.7,11.0,2025-05-06,2025-05-09,2025-07-10,Formation technique,PO-12447-bA,2025.0,PAID,2025-07-03,FAC-2025-24085,bank_statements_matched.csv + invoices_matched.csv,1
316,2025-08-06,VIREMENT RECU,REF: FAC-2025-75219 - Développement logiciel,,2469.6,Paiement facture FAC-2025-75219,786.0,2025-07-28 15:45:43.045445,releve_202508.csv,,text/csv,,2025-08-06,MATCHED,,,786.0,2025-06-05,87.0,PRIVE,2058.0,411.6,2469.6,0.0,0.0,2469.6,411.6,5.0,2025-06-05,2025-06-06,2025-08-05,Développement logiciel,PO-66456-TF,2025.0,PAID,2025-08-06,FAC-2025-75219,bank_statements_matched.csv + invoices_matched.csv,1
317,2025-01-02,VIREMENT RECU,REF: FAC-2024-02670 - Consulting IT,,6078.49,Paiement facture FAC-2024-02670,788.0,2025-07-28 15:45:43.045445,releve_202501.csv,,text/csv,,2025-01-02,MATCHED,,,788.0,2024-10-31,26.0,PUBLIC,6078.5,1215.7,7294.2,303.93,911.78,6078.49,1215.7,5.0,2024-10-31,,2025-01-13,Consulting IT,PO-82929-WG,2024.0,PAID,2025-01-02,FAC-2024-02670,bank_statements_matched.csv + invoices_matched.csv,1
318,2023-11-16,VIREMENT RECU,REF: FAC-2023-86315 - Développement logiciel,,9353.61,Paiement facture FAC-2023-86315,791.0,2025-07-28 15:45:43.045445,releve_202311.csv,,text/csv,,2023-11-16,MATCHED,,,791.0,2023-10-25,98.0,PUBLIC,9353.61,1870.72,11224.33,467.68,1403.04,9353.61,1336.23,7.0,2023-10-27,2023-10-26,2023-11-28,Développement logiciel,PO-97113-cg,2023.0,PAID,2023-11-16,FAC-2023-86315,bank_statements_matched.csv + invoices_matched.csv,1
319,2025-08-25,VIREMENT RECU,REF: FAC-2025-09368 - Consulting IT,,1054.25,Paiement facture FAC-2025-09368,792.0,2025-07-28 15:45:43.045445,releve_202508.csv,,text/csv,,2025-08-25,MATCHED,,,792.0,2025-06-26,34.0,PUBLIC,1054.25,210.85,1265.1,52.71,158.14,1054.25,210.85,5.0,2025-06-26,,2025-08-20,Consulting IT,PO-10469-xB,2025.0,PAID,2025-08-25,FAC-2025-09368,bank_statements_matched.csv + invoices_matched.csv,1
320,2024-09-04,VIREMENT RECU,REF: FAC-2024-58893 - Hébergement cloud,,7677.07,Paiement facture FAC-2024-58893,793.0,2025-07-28 15:45:43.045445,releve_202409.csv,,text/csv,,2024-09-04,MATCHED,,,793.0,2024-06-30,5.0,PRIVE,6397.56,1279.51,7677.07,0.0,0.0,7677.07,492.12,13.0,2024-07-01,2024-07-02,2024-09-06,Hébergement cloud,PO-91885-cQ,2024.0,PAID,2024-09-04,FAC-2024-58893,bank_statements_matched.csv + invoices_matched.csv,1
321,2024-07-16,VIREMENT RECU,REF: FAC-2024-13981 - Formation technique,,2488.56,Paiement facture FAC-2024-13981,799.0,2025-07-28 15:45:43.045445,releve_202407.csv,,text/csv,,2024-07-16,MATCHED,,,799.0,2024-04-13,22.0,PUBLIC,2488.56,497.71,2986.27,124.43,373.28,2488.56,311.07,8.0,2024-04-15,2024-04-14,2024-07-06,Formation technique,PO-80851-fI,2024.0,PAID,2024-07-16,FAC-2024-13981,bank_statements_matched.csv + invoices_matched.csv,1
322,2024-07-26,VIREMENT RECU,REF: FAC-2024-35061 - Maintenance SaaS,,7956.15,Paiement facture FAC-2024-35061,802.0,2025-07-28 15:45:43.045445,releve_202407.csv,,text/csv,,2024-07-26,MATCHED,,,802.0,2024-05-21,39.0,PUBLIC,7956.15,1591.23,9547.38,397.81,1193.42,7956.15,530.41,15.0,2024-05-22,,2024-08-05,Maintenance SaaS,PO-28129-dv,2024.0,PAID,2024-07-26,FAC-2024-35061,bank_statements_matched.csv + invoices_matched.csv,1
323,2023-10-25,VIREMENT RECU,REF: FAC-2023-72167 - Hébergement cloud,,29456.65,Paiement facture FAC-2023-72167,804.0,2025-07-28 15:45:43.045445,releve_202310.csv,,text/csv,,2023-10-25,MATCHED,,,804.0,2023-09-09,65.0,PUBLIC,29456.65,5891.33,35347.98,1472.83,4418.5,29456.65,1550.35,19.0,2023-09-09,2023-09-11,2023-10-24,Hébergement cloud,PO-32813-mr,2023.0,PAID,2023-10-25,FAC-2023-72167,bank_statements_matched.csv + invoices_matched.csv,1
324,2025-04-10,VIREMENT RECU,REF: FAC-2025-69249 - Développement logiciel,,13273.2,Paiement facture FAC-2025-69249,814.0,2025-07-28 15:45:43.045445,releve_202504.csv,,text/csv,,2025-04-10,MATCHED,,,814.0,2025-01-28,58.0,PRIVE,11061.0,2212.2,13273.2,0.0,0.0,13273.2,921.75,12.0,2025-01-30,,2025-04-17,Développement logiciel,PO-20722-QR,2025.0,PAID,2025-04-10,FAC-2025-69249,bank_statements_matched.csv + invoices_matched.csv,1
325,2025-02-18,VIREMENT RECU,REF: FAC-2024-46364 - Développement logiciel,,2549.4,Paiement facture FAC-2024-46364,815.0,2025-07-28 15:45:43.045445,releve_202502.csv,,text/csv,,2025-02-18,MATCHED,,,815.0,2024-12-22,92.0,PUBLIC,2549.4,509.88,3059.28,127.47,382.41,2549.4,364.2,7.0,2024-12-23,2024-12-26,2025-02-27,Développement logiciel,PO-76790-rm,2024.0,PAID,2025-02-18,FAC-2024-46364,bank_statements_matched.csv + invoices_matched.csv,1
326,2024-06-24,VIREMENT RECU,REF: FAC-2024-60259 - Consulting IT,,23991.3,Paiement facture FAC-2024-60259,817.0,2025-07-28 15:45:43.045445,releve_202406.csv,,text/csv,,2024-06-24,MATCHED,,,817.0,2024-05-22,33.0,PRIVE,19992.75,3998.55,23991.3,0.0,0.0,23991.3,1332.85,15.0,2024-05-23,,2024-06-30,Consulting IT,PO-41027-xg,2024.0,PAID,2024-06-24,FAC-2024-60259,bank_statements_matched.csv + invoices_matched.csv,1
327,2023-12-10,VIREMENT RECU,REF: FAC-2023-07770 - Maintenance SaaS,,9800.16,Paiement facture FAC-2023-07770,819.0,2025-07-28 15:45:43.045445,releve_202312.csv,,text/csv,,2023-12-10,MATCHED,,,819.0,2023-09-25,99.0,PUBLIC,9800.16,1960.03,11760.19,490.01,1470.02,9800.16,612.51,16.0,2023-09-27,2023-09-27,2023-12-11,Maintenance SaaS,PO-05986-Zb,2023.0,PAID,2023-12-10,FAC-2023-07770,bank_statements_matched.csv + invoices_matched.csv,1
328,2025-01-17,VIREMENT RECU,REF: FAC-2024-22920 - Développement logiciel,,25230.96,Paiement facture FAC-2024-22920,821.0,2025-07-28 15:45:43.045445,releve_202501.csv,,text/csv,,2025-01-17,MATCHED,,,821.0,2024-11-19,1.0,PRIVE,21025.8,4205.16,25230.96,0.0,0.0,25230.96,1168.1,18.0,2024-11-20,2024-11-23,2025-02-01,Développement logiciel,PO-22755-iR,2024.0,PAID,2025-01-17,FAC-2024-22920,bank_statements_matched.csv + invoices_matched.csv,1
329,2025-07-06,VIREMENT RECU,REF: FAC-2025-03557 - Développement logiciel,,21343.65,Paiement facture FAC-2025-03557,827.0,2025-07-28 15:45:43.045445,releve_202507.csv,,text/csv,,2025-07-06,MATCHED,,,827.0,2025-05-12,39.0,PUBLIC,21343.65,4268.73,25612.38,1067.18,3201.55,21343.65,1123.35,19.0,2025-05-14,,2025-07-06,Développement logiciel,PO-72805-Ns,2025.0,PAID,2025-07-06,FAC-2025-03557,bank_statements_matched.csv + invoices_matched.csv,1
