statement_id,statement_date,operation_label,additional_label,debit,credit,comments,related_invoice_id,related_expense_id,value_date,source_filename
1875,2024-08-17,VIR REF EXP202401875,REF: EXP202401875,2565.63,,,,1875,2024-08-19,export_bancaire_20240817.csv
1876,2024-11-01,CARTE BANCAIRE,AUCUNE REFERENCE,14717.78,,,,1876,2024-10-31,export_bancaire_20241101.csv
1877,2025-04-26,OPERATION DIVERSE,REF MANQUANTE,1838.37,,,,1877,2025-04-24,export_bancaire_20250426.csv
1878,2025-01-14,REMBOURSEMENT - VIREMENT EXTERNE,OPERATION MANUELLE,,39628.99,,,1878,2025-01-13,export_bancaire_20250114.csv
1879,2025-05-11,CARTE ETRANGERE CAD,TAUX 0.8167 - Mendès-sur-Mer,283.68,,,,1879,2025-05-10,export_bancaire_20250511.csv
1880,2025-02-25,CARTE ETRANGERE GBP,TAUX 0.8404 - Delannoy,18402.8,,,,1880,2025-02-27,export_bancaire_20250225.csv
1881,2025-11-02,REMBOURSEMENT - CARTE ETRANGERE EUR,TAUX 1.0631 - Fischer-sur-Delannoy,,2930.37,,,1881,2025-11-03,export_bancaire_20251102.csv
1882,2025-04-08,PAIEMENT AUTOMATIQUE,AUCUNE REFERENCE,152.84,,,,1882,2025-04-07,export_bancaire_20250408.csv
1883,2024-08-23,CHÈQUE  EXP202401883,ERREUR REF - lic###,5526.23,,,,1883,2024-08-23,export_bancaire_20240823.csv
1884,2025-04-19,CARTE ETRANGERE CHF,TAUX 1.2716 - Saint Nath,679.43,,,,1884,2025-04-21,export_bancaire_20250419.csv
1885,2025-05-14,CARTE ETRANGERE EUR,TAUX 1.1663 - Hardynec,10009.06,,,,1885,2025-05-14,export_bancaire_20250514.csv
1886,2024-05-06,REMBOURSEMENT - CHÈQUE N° #401886,TAUX 0.8407 - Sainte Jeanninenec,,12605.94,,,1886,2024-05-08,export_bancaire_20240506.csv
1887,2025-05-05,PAIEMENT AUTOMATIQUE,AUCUNE REFERENCE,5639.27,,Discours longtemps perdre fille.,,1887,2025-05-05,export_bancaire_20250505.csv
1888,2025-06-04,VIREMENT  EXP202501888,ERREUR REF - wOS###,725.08,,,,1888,2025-06-04,export_bancaire_20250604.csv
1889,2024-05-19,REMBOURSEMENT - PAIEMENT AUTOMATIQUE,N/D,,2696.11,Sens âme départ discuter figurer cent image.,,1889,2024-05-17,export_bancaire_20240519.csv
1890,2025-04-26,TRANSFERT  Licences_Logicielles,REF: EXP202501890,12503.22,,,,1890,2025-04-27,export_bancaire_20250426.csv
1891,2024-10-05,VIREMENT  EXP202501891,REF: EXP202501891,15065.68,,,,1891,2024-10-06,export_bancaire_20241005.csv
1892,2025-11-05,TRANSFERT  Services_Cloud,TAUX 1.2750 - Chrétien,1158.47,,,,1892,2025-11-05,export_bancaire_20251105.csv
1893,2025-08-05,PAIEMENT AUTOMATIQUE,REF MANQUANTE,11070.4,,Espoir calme vide intérieur rouler.,,1893,2025-08-04,export_bancaire_20250805.csv
1894,2024-09-27,OPERATION DIVERSE,AUCUNE REFERENCE,1210.28,,Noire cheveu notre rouge jeune dehors après.,,1894,2024-09-26,export_bancaire_20240927.csv
1895,2025-01-15,PAIEMENT AUTOMATIQUE,REF MANQUANTE,288.31,,,,1895,2025-01-15,export_bancaire_20250115.csv
1896,2025-05-16,CARTE BANCAIRE,REF MANQUANTE,2821.81,,,,1896,2025-05-17,export_bancaire_20250516.csv
1897,2025-04-24,DD REF EXP202667471,ERREUR REF - nMw###,490.5,,Haine blond foi.,,1897,2025-04-22,export_bancaire_20250424.csv
1898,2025-02-11,DD REF EXP202783779,ERREUR REF - gJx###,4312.99,,,,1898,2025-02-10,export_bancaire_20250211.csv
1899,2024-12-17,DECAISSEMENT,REF MANQUANTE,2931.18,,,,1899,2024-12-15,export_bancaire_20241217.csv
1900,2025-05-14,CHÈQUE  EXP202501900,ERREUR REF - nJs###,2441.94,,,,1900,2025-05-13,export_bancaire_20250514.csv
1901,2024-11-26,REMBOURSEMENT - VIR REF EXP202401901,ERREUR REF - tUQ###,,17.03,,,1901,2024-11-26,export_bancaire_20241126.csv
1902,2025-04-04,DD REF EXP202277604,ERREUR REF - Nrh###,462.48,,À causer remercier nation présent en.,,1902,2025-04-05,export_bancaire_20250404.csv
1903,2025-06-22,VIREMENT  EXP202401903,TAUX 1.3842 - GuilletBourg,358.71,,,,1903,2025-06-22,export_bancaire_20250622.csv
1904,2025-02-07,DD REF EXP202656235,ERREUR REF - nDk###,905.53,,Pas écouter distinguer pencher.,,1904,2025-02-07,export_bancaire_20250207.csv
1905,2024-02-21,RÉCURRENCE Frais tenue de compte,REF: EXP202401905,1485.9,,Construire fidèle long dieu.,,1905,2024-02-21,export_bancaire_20240221.csv
1906,2025-09-26,DECAISSEMENT,REF MANQUANTE,1827.68,,Approcher reste tracer secrétaire grain secret.,,1906,2025-09-28,export_bancaire_20250926.csv
1907,2025-05-19,CARTE BANCAIRE,OPERATION MANUELLE,371.19,,,,1907,2025-05-17,export_bancaire_20250519.csv
1908,2025-01-30,CB  GitHub Entreprise,ERREUR REF - iDN###,1507.98,,,,1908,2025-02-01,export_bancaire_20250130.csv
1909,2024-05-03,TRANSFERT  Équipement,ERREUR REF - Gaq###,5717.54,,,,1909,2024-05-03,export_bancaire_20240503.csv
1910,2023-11-09,REMBOURSEMENT - VIR REF EXP202401910,REF: EXP202401910,,1857.27,,,1910,2023-11-08,export_bancaire_20231109.csv
1911,2024-12-11,CARTE ETRANGERE EUR,TAUX 0.7990 - Torres,1205.61,,,,1911,2024-12-11,export_bancaire_20241211.csv
1912,2025-04-08,REMBOURSEMENT - CARTE ETRANGERE EUR,TAUX 1.0341 - Hamon-sur-Mer,,929.67,,,1912,2025-04-09,export_bancaire_20250408.csv
1913,2024-11-04,RÉCURRENCE Téléphonie entreprise,REF: EXP202501913,908.61,,Vendre puissant lourd sueur père entendre faible occasion.,,1913,2024-11-02,export_bancaire_20241104.csv
1914,2025-04-26,DD REF EXP202775958,ERREUR REF - WFr###,20996.34,,,,1914,2025-04-28,export_bancaire_20250426.csv
1915,2024-11-16,REMBOURSEMENT - VIREMENT EXTERNE,N/D,,1494.76,Mariage voir oser on mari.,,1915,2024-11-17,export_bancaire_20241116.csv
1916,2025-12-01,DD REF EXP202677366,ERREUR REF - yfP###,3605.43,,,,1916,2025-11-29,export_bancaire_20251201.csv
1917,2025-01-16,VIREMENT  EXP202501917,ERREUR REF - HbJ###,204.43,,,,1917,2025-01-14,export_bancaire_20250116.csv
1918,2024-08-02,OPERATION DIVERSE,AUCUNE REFERENCE,1302.68,,,,1918,2024-08-02,export_bancaire_20240802.csv
1919,2024-06-10,DECAISSEMENT,anT-###,8879.25,,Temps gauche soulever près deviner odeur madame.,,1919,2024-06-10,export_bancaire_20240610.csv
1920,2025-05-08,VIR REF EXP202501920,TAUX 0.9057 - MarquesBourg,10732.39,,,,1920,2025-05-08,export_bancaire_20250508.csv
1921,2025-03-15,DD REF EXP202169252,ERREUR REF - dCm###,397.87,,,,1921,2025-03-16,export_bancaire_20250315.csv
1922,2024-08-06,DD Slack Premium,TAUX 1.0676 - Saint Laurent-sur-Mer,502.46,,,,1922,2024-08-08,export_bancaire_20240806.csv
1923,2026-01-16,VIREMENT  EXP202501923,REF: EXP202501923,3539.96,,,,1923,2026-01-18,export_bancaire_20260116.csv
1924,2025-04-12,PAIEMENT AUTOMATIQUE,OPERATION MANUELLE,5352.84,,,,1924,2025-04-10,export_bancaire_20250412.csv
1925,2024-08-16,REMBOURSEMENT - DD REF EXP202679529,ERREUR REF - iFx###,,33635.47,Femme ancien mille plusieurs accent rôle.,,1925,2024-08-18,export_bancaire_20240816.csv
1926,2024-11-22,REMBOURSEMENT - CARTE ETRANGERE CAD,TAUX 0.7873 - Rossi,,373.55,,,1926,2024-11-21,export_bancaire_20241122.csv
1927,2025-06-21,VIREMENT  EXP202501927,REF: EXP202501927,161.96,,,,1927,2025-06-20,export_bancaire_20250621.csv
1928,2024-04-13,PRELEVEMENT SEPA,OPERATION MANUELLE,2525.36,,Aspect guère marquer droite.,,1928,2024-04-13,export_bancaire_20240413.csv
1929,2024-09-15,VIREMENT  EXP202401929,ERREUR REF - xXM###,18911.08,,,,1929,2024-09-13,export_bancaire_20240915.csv
1930,2024-03-03,RÉCURRENCE Création de contenu,ERREUR REF - jKw###,4954.03,,Frapper entourer soudain cent avoir veiller pauvre aspect.,,1930,2024-03-03,export_bancaire_20240303.csv
1931,2025-03-07,PRÉLÈVEMENT AUTO Services_Cloud,REF: EXP202501931,2655.5,,,,1931,2025-03-07,export_bancaire_20250307.csv
1932,2024-03-18,DD REF EXP202071420,ERREUR REF - rBv###,776.92,,,,1932,2024-03-20,export_bancaire_20240318.csv
1933,2024-11-18,CARTE BANCAIRE,OPERATION MANUELLE,1354.29,,,,1933,2024-11-17,export_bancaire_20241118.csv
1934,2025-02-20,ESPECES  Papeterie,ERREUR REF - PEJ###,276.79,,Volonté embrasser joli chaque obéir résoudre trois.,,1934,2025-02-21,export_bancaire_20250220.csv
1935,2024-12-24,VIREMENT EXTERNE,N/D,274.52,,,,1935,2024-12-24,export_bancaire_20241224.csv
1936,2025-03-24,CARTE ETRANGERE GBP,TAUX 0.7539 - Gautier,480.05,,,,1936,2025-03-22,export_bancaire_20250324.csv
1937,2024-12-21,CB  Google Cloud Platfor,ERREUR REF - gHG###,1106.39,,Lire nommer dégager amener.,,1937,2024-12-20,export_bancaire_20241221.csv
1938,2025-07-14,VIREMENT  EXP202501938,REF: EXP202501938,19430.75,,,,1938,2025-07-15,export_bancaire_20250714.csv
1939,2025-01-13,VIR REF EXP202501939,ERREUR REF - eEJ###,2141.36,,,,1939,2025-01-11,export_bancaire_20250113.csv
1940,2024-09-28,VIREMENT EXTERNE,REF MANQUANTE,898.28,,,,1940,2024-09-28,export_bancaire_20240928.csv
1941,2025-03-28,VIREMENT EXTERNE,N/D,552.86,,,,1941,2025-03-27,export_bancaire_20250328.csv
1942,2024-09-21,CARTE BANCAIRE,AUCUNE REFERENCE,1143.21,,,,1942,2024-09-20,export_bancaire_20240921.csv
1943,2024-10-25,TRANSFERT  Assurances,ERREUR REF - nNw###,3809.72,,,,1943,2024-10-26,export_bancaire_20241025.csv
1944,2025-04-08,VIR REF EXP202501944,ERREUR REF - ysq###,2615.92,,Imposer aller gloire difficile métier.,,1944,2025-04-10,export_bancaire_20250408.csv
1945,2024-04-30,CB  Accessoires de burea,TAUX 1.0582 - Poulain,91.67,,,,1945,2024-05-01,export_bancaire_20240430.csv
1946,2024-05-08,REMBOURSEMENT - CHÈQUE  EXP202401946,REF: EXP202401946,,2542.08,,,1946,2024-05-07,export_bancaire_20240508.csv
1947,2024-10-02,CARTE ETRANGERE CAD,TAUX 1.3633 - Carlierdan,927.83,,,,1947,2024-10-03,export_bancaire_20241002.csv
1948,2024-08-01,CB  BambooHR,ERREUR REF - exU###,1309.89,,,,1948,2024-07-30,export_bancaire_20240801.csv
1949,2024-09-28,PAIEMENT CB Outils_RH,ERREUR REF - jwa###,275.07,,Continuer chair vaste quinze effet coin.,,1949,2024-09-26,export_bancaire_20240928.csv
1950,2024-12-17,DD REF EXP202058822,ERREUR REF - UQn###,20517.19,,,,1950,2024-12-18,export_bancaire_20241217.csv
1951,2025-07-20,TRANSFERT  Frais_Bancaires,ERREUR REF - jMk###,367.31,,,,1951,2025-07-20,export_bancaire_20250720.csv
1952,2025-07-14,CARTE ETRANGERE GBP,TAUX 1.4414 - Giraud-sur-Mer,1772.2,,,,1952,2025-07-12,export_bancaire_20250714.csv
1953,2025-10-26,PAIEMENT CB Outils_RH,TAUX 1.1725 - Perrier,1384.32,,Capable pauvre course complètement.,,1953,2025-10-28,export_bancaire_20251026.csv
1954,2025-01-10,REMBOURSEMENT - VIREMENT  EXP202501954,TAUX 1.1194 - Monnier-sur-Marchand,,1703.6,,,1954,2025-01-12,export_bancaire_20250110.csv
1955,2025-11-01,CAISSE  Équipement,REF: EXP202501955,4823.75,,,,1955,2025-11-03,export_bancaire_20251101.csv
1956,2025-03-13,CARTE ETRANGERE GBP,TAUX 1.3454 - Grégoire-les-Bains,3820.69,,,,1956,2025-03-13,export_bancaire_20250313.csv
1957,2024-04-21,VIREMENT  EXP202401957,TAUX 1.1306 - Sainte Francknec,3354.08,,,,1957,2024-04-20,export_bancaire_20240421.csv
1958,2024-09-13,TRANSFERT  Frais_Bancaires,TAUX 0.7835 - Lamy,320.8,,,,1958,2024-09-11,export_bancaire_20240913.csv
1959,2024-11-12,RÉCURRENCE Frais de transaction,TAUX 0.9550 - Rolland,912.48,,Mal fenêtre haut traverser pas.,,1959,2024-11-14,export_bancaire_20241112.csv
1960,2024-08-18,DD REF EXP202679093,ERREUR REF - ORt###,1128.62,,,,1960,2024-08-18,export_bancaire_20240818.csv
1961,2025-11-30,REMBOURSEMENT - VIR REF EXP202501961,REF: EXP202501961,,5264.51,Extraordinaire plaire forme ceci.,,1961,2025-12-01,export_bancaire_20251130.csv
1962,2025-10-06,REMBOURSEMENT - CB  Cloudflare,ERREUR REF - cIN###,,5922.06,,,1962,2025-10-08,export_bancaire_20251006.csv
1963,2025-02-21,OPERATION DIVERSE,OPERATION MANUELLE,992.4,,,,1963,2025-02-20,export_bancaire_20250221.csv
1964,2024-08-17,REMBOURSEMENT - OPERATION DIVERSE,N/D,,1402.35,,,1964,2024-08-17,export_bancaire_20240817.csv
1965,2024-02-01,CARTE ETRANGERE CHF,TAUX 0.9343 - Guibert,1547.43,,Et annoncer continuer quel drame.,,1965,2024-02-01,export_bancaire_20240201.csv
1966,2025-03-06,PRÉLÈVEMENT AUTO Frais_Bancaires,REF: EXP202501966,1590.05,,,,1966,2025-03-05,export_bancaire_20250306.csv
1967,2025-11-15,CARTE ETRANGERE CAD,TAUX 1.2851 - Sainte Lorraine,290.51,,,,1967,2025-11-14,export_bancaire_20251115.csv
1968,2024-09-30,DD Cloudflare,ERREUR REF - UDM###,1684.31,,,,1968,2024-09-30,export_bancaire_20240930.csv
1969,2025-02-17,PAIEMENT CB Services_Cloud,ERREUR REF - ZIH###,419.66,,,,1969,2025-02-19,export_bancaire_20250217.csv
1970,2025-05-14,CB  Transfert internatio,REF: EXP202401970,941.67,,,,1970,2025-05-16,export_bancaire_20250514.csv
1971,2024-08-07,DD REF EXP202080864,ERREUR REF - TES###,382.31,,,,1971,2024-08-05,export_bancaire_20240807.csv
1972,2025-10-01,OPERATION DIVERSE,N/D,10839.94,,,,1972,2025-09-30,export_bancaire_20251001.csv
1973,2024-04-08,TRANSFERT  Frais_Bancaires,TAUX 0.8545 - RegnierBourg,395.34,,,,1973,2024-04-10,export_bancaire_20240408.csv
1974,2025-11-11,REMBOURSEMENT - DD REF EXP202189873,ERREUR REF - Cqh###,,1341.63,,,1974,2025-11-09,export_bancaire_20251111.csv
1975,2024-12-20,CAISSE  Divertissement,TAUX 0.8746 - Hamel-la-Forêt,927.12,,L'Une réponse départ.,,1975,2024-12-22,export_bancaire_20241220.csv
1976,2025-01-17,VIREMENT  EXP202501976,REF: EXP202501976,122.85,,,,1976,2025-01-16,export_bancaire_20250117.csv
1977,2025-03-05,TRANSFERT  Divertissement,TAUX 1.3435 - Sainte Gérard,1040.44,,,,1977,2025-03-03,export_bancaire_20250305.csv
1978,2024-12-08,CARTE ETRANGERE GBP,TAUX 0.9535 - Sainte Lorraine,9055.36,,,,1978,2024-12-07,export_bancaire_20241208.csv
1979,2025-01-10,CARTE BANCAIRE,REF MANQUANTE,6736.09,,,,1979,2025-01-12,export_bancaire_20250110.csv
1980,2025-07-06,PAIEMENT AUTOMATIQUE,AUCUNE REFERENCE,3510.24,,Nord refuser danger oreille.,,1980,2025-07-08,export_bancaire_20250706.csv
1981,2024-10-18,REMBOURSEMENT - CARTE BANCAIRE,OPERATION MANUELLE,,1054.07,Retenir depuis départ rendre.,,1981,2024-10-18,export_bancaire_20241018.csv
1982,2025-01-25,REMBOURSEMENT - PAIEMENT AUTOMATIQUE,REF MANQUANTE,,208.55,,,1982,2025-01-23,export_bancaire_20250125.csv
1983,2025-05-01,PAIEMENT AUTOMATIQUE,N/D,2706.41,,,,1983,2025-04-30,export_bancaire_20250501.csv
1984,2024-02-24,REMBOURSEMENT - OPERATION DIVERSE,REF MANQUANTE,,676.83,,,1984,2024-02-26,export_bancaire_20240224.csv
1985,2025-07-24,RÉCURRENCE Logiciel ATS,REF: EXP202501985,304.57,,,,1985,2025-07-22,export_bancaire_20250724.csv
1986,2025-07-12,DECAISSEMENT,N/D,1094.11,,Presser bande dominer éteindre trésor faute.,,1986,2025-07-14,export_bancaire_20250712.csv
1987,2024-10-31,REMBOURSEMENT - VIR REF EXP202501987,ERREUR REF - Sbp###,,4588.84,,,1987,2024-10-31,export_bancaire_20241031.csv
1988,2026-03-07,CARTE ETRANGERE USD,TAUX 1.1693 - Riou,1675.21,,,,1988,2026-03-08,export_bancaire_20260307.csv
1989,2025-03-22,VIREMENT EXTERNE,AUCUNE REFERENCE,5082.96,,,,1989,2025-03-20,export_bancaire_20250322.csv
1990,2025-04-23,VIREMENT EXTERNE,AUCUNE REFERENCE,838.91,,,,1990,2025-04-21,export_bancaire_20250423.csv
1991,2025-12-20,CHÈQUE  EXP202501991,TAUX 0.7696 - Joseph-les-Bains,4634.74,,,,1991,2025-12-21,export_bancaire_20251220.csv
1992,2024-08-02,DECAISSEMENT,dFE-###,929.68,,Officier ne officier témoin.,,1992,2024-08-03,export_bancaire_20240802.csv
1993,2025-02-23,OPERATION DIVERSE,N/D,859.79,,,,1993,2025-02-24,export_bancaire_20250223.csv
1994,2025-05-01,DECAISSEMENT,SzQ-###,1457.09,,,,1994,2025-05-02,export_bancaire_20250501.csv
1995,2024-07-31,CB  Abonnement Internet,TAUX 0.8960 - Alexandrenec,2105.91,,Troisième taire demain partie retirer.,,1995,2024-08-02,export_bancaire_20240731.csv
1996,2024-09-19,VIREMENT  EXP202401996,REF: EXP202401996,434.08,,,,1996,2024-09-17,export_bancaire_20240919.csv
1997,2025-10-26,DD Services Azure,REF: EXP202501997,348.19,,,,1997,2025-10-26,export_bancaire_20251026.csv
1998,2025-04-23,DD REF EXP202056589,ERREUR REF - QrK###,700.29,,Pièce aussi ce est salut.,,1998,2025-04-21,export_bancaire_20250423.csv
1999,2025-01-19,VIR REF EXP202501999,TAUX 1.2831 - Meyer,6884.73,,,,1999,2025-01-18,export_bancaire_20250119.csv
2000,2024-12-16,REMBOURSEMENT - PRELEVEMENT SEPA,AUCUNE REFERENCE,,1622.82,Ajouter loi abattre sentir printemps.,,2000,2024-12-16,export_bancaire_20241216.csv
2001,2024-10-19,VIREMENT  EXP202402001,TAUX 0.8385 - Jourdan,1426.52,,Réussir là lutte nécessaire voisin réponse gauche.,,2001,2024-10-17,export_bancaire_20241019.csv
2002,2025-06-09,REMBOURSEMENT - CARTE ETRANGERE USD,TAUX 1.3095 - Sainte Frédérique,,20876.2,,,2002,2025-06-07,export_bancaire_20250609.csv
2003,2025-01-15,RÉCURRENCE Frais de change,ERREUR REF - Czg###,382.64,,,,2003,2025-01-15,export_bancaire_20250115.csv
2004,2025-04-10,RÉCURRENCE GitHub Entreprise,ERREUR REF - QkT###,78.03,,Côte quant à cent maladie.,,2004,2025-04-12,export_bancaire_20250410.csv
2005,2024-08-24,REMBOURSEMENT - PRÉLÈVEMENT AUTO Services_Publiques,TAUX 1.0384 - Roger-la-Forêt,,1370.56,,,2005,2024-08-25,export_bancaire_20240824.csv
2006,2025-05-27,CARTE ETRANGERE GBP,TAUX 0.7937 - Lacombe,161.68,,,,2006,2025-05-25,export_bancaire_20250527.csv
2007,2024-08-26,CARTE BANCAIRE,OPERATION MANUELLE,280.38,,,,2007,2024-08-25,export_bancaire_20240826.csv
2008,2025-01-23,VIREMENT EXTERNE,kdq-###,2175.31,,,,2008,2025-01-24,export_bancaire_20250123.csv
2009,2024-12-22,TRANSFERT  Outils_RH,TAUX 1.1365 - Laine,1350.56,,,,2009,2024-12-22,export_bancaire_20241222.csv
2010,2025-09-09,PRELEVEMENT SEPA,OPERATION MANUELLE,798.93,,Moyen faim voisin fortune trois naturellement soutenir.,,2010,2025-09-08,export_bancaire_20250909.csv
2011,2025-07-12,REMBOURSEMENT - CHÈQUE N° #502011,TAUX 0.8469 - Fournierdan,,3463.0,,,2011,2025-07-12,export_bancaire_20250712.csv
2012,2024-08-31,CHÈQUE N° #402012,ERREUR REF - WOt###,5393.97,,Assez rire amuser reposer souffrir roche.,,2012,2024-08-29,export_bancaire_20240831.csv
2013,2025-04-19,PRÉLÈVEMENT AUTO Services_Publiques,REF: EXP202402013,567.21,,,,2013,2025-04-20,export_bancaire_20250419.csv
2014,2025-02-13,OPERATION DIVERSE,REF MANQUANTE,1394.61,,,,2014,2025-02-13,export_bancaire_20250213.csv
2015,2025-07-05,PAIEMENT CB Frais_Bancaires,ERREUR REF - yrW###,378.71,,,,2015,2025-07-03,export_bancaire_20250705.csv
2016,2025-02-10,CARTE ETRANGERE CHF,TAUX 1.0022 - Buisson,6620.84,,Général point sommeil accord parvenir remplacer calmer endroit.,,2016,2025-02-08,export_bancaire_20250210.csv
2017,2025-11-20,ESPECES  Accessoires de bureau,REF: EXP202502017,445.74,,,,2017,2025-11-20,export_bancaire_20251120.csv
2018,2025-05-24,OPERATION DIVERSE,bLw-###,719.16,,Époque salut frère derrière six.,,2018,2025-05-25,export_bancaire_20250524.csv
2019,2024-11-22,CHÈQUE N° #402019,TAUX 0.9228 - Robert,1492.13,,Étoile inquiéter mentir mois cinquante bras.,,2019,2024-11-20,export_bancaire_20241122.csv
2020,2025-05-27,CARTE ETRANGERE CAD,TAUX 0.8635 - Salmon,581.76,,,,2020,2025-05-28,export_bancaire_20250527.csv
2021,2025-06-12,REMBOURSEMENT - DD REF EXP202168877,ERREUR REF - BOu###,,598.98,,,2021,2025-06-10,export_bancaire_20250612.csv
2022,2024-04-21,TRANSFERT  Licences_Logicielles,REF: EXP202402022,1868.24,,,,2022,2024-04-19,export_bancaire_20240421.csv
2023,2024-09-18,PRELEVEMENT SEPA,nGn-###,1747.82,,,,2023,2024-09-19,export_bancaire_20240918.csv
2024,2024-11-19,VIREMENT EXTERNE,N/D,1161.44,,Rocher réduire reprendre également.,,2024,2024-11-18,export_bancaire_20241119.csv
2025,2024-08-08,VIREMENT EXTERNE,REF MANQUANTE,574.53,,,,2025,2024-08-07,export_bancaire_20240808.csv
2026,2024-11-04,REMBOURSEMENT - PRELEVEMENT SEPA,N/D,,568.67,,,2026,2024-11-04,export_bancaire_20241104.csv
2027,2025-05-28,REMBOURSEMENT - TRANSFERT  Outils_RH,TAUX 1.0321 - Sainte Nicolasdan,,413.77,,,2027,2025-05-26,export_bancaire_20250528.csv
2028,2024-10-01,DD REF EXP202184960,ERREUR REF - KBH###,411.47,,,,2028,2024-10-02,export_bancaire_20241001.csv
2029,2025-07-05,DECAISSEMENT,AUCUNE REFERENCE,207.91,,,,2029,2025-07-03,export_bancaire_20250705.csv
2030,2024-05-11,TRANSFERT  Abonnements,REF: EXP202402030,694.84,,,,2030,2024-05-13,export_bancaire_20240511.csv
2031,2024-10-11,CB  Services Azure,TAUX 1.1293 - Sainte Chantal,379.05,,,,2031,2024-10-11,export_bancaire_20241011.csv
2032,2024-12-25,PAIEMENT AUTOMATIQUE,AUCUNE REFERENCE,2575.42,,,,2032,2024-12-27,export_bancaire_20241225.csv
2033,2025-06-20,VIR REF EXP202502033,REF: EXP202502033,771.23,,,,2033,2025-06-21,export_bancaire_20250620.csv
2034,2024-05-21,PAIEMENT AUTOMATIQUE,REF MANQUANTE,42.53,,,,2034,2024-05-22,export_bancaire_20240521.csv
2035,2024-01-10,VIREMENT  EXP202402035,REF: EXP202402035,1880.24,,Respirer enfermer éternel séparer énergie.,,2035,2024-01-10,export_bancaire_20240110.csv
2036,2025-06-18,CARTE ETRANGERE CAD,TAUX 1.4026 - Peron,1151.07,,Rompre auprès comprendre comme résistance droite ensuite.,,2036,2025-06-18,export_bancaire_20250618.csv
2037,2024-08-26,CHÈQUE  EXP202502037,ERREUR REF - efb###,2806.74,,,,2037,2024-08-25,export_bancaire_20240826.csv
2038,2025-07-09,DD REF EXP202787205,ERREUR REF - jrQ###,2072.68,,,,2038,2025-07-11,export_bancaire_20250709.csv
2039,2025-04-03,CAISSE  Équipement,TAUX 0.8462 - Robert,2057.75,,,,2039,2025-04-05,export_bancaire_20250403.csv
2040,2025-12-12,PRÉLÈVEMENT AUTO Frais_Bancaires,REF: EXP202502040,993.84,,Seuil éviter chant retomber.,,2040,2025-12-13,export_bancaire_20251212.csv
2041,2025-05-04,DECAISSEMENT,N/D,359.37,,,,2041,2025-05-04,export_bancaire_20250504.csv
2042,2025-07-12,TRANSFERT  Licences_Logicielles,ERREUR REF - oiy###,15413.42,,,,2042,2025-07-11,export_bancaire_20250712.csv
2043,2025-11-19,VIREMENT  EXP202502043,REF: EXP202502043,1416.93,,Obéir effort doux éprouver vif naître voyage.,,2043,2025-11-21,export_bancaire_20251119.csv
2044,2025-05-11,TRANSFERT  Déplacements,TAUX 0.8890 - Brianddan,3902.91,,Intelligence accomplir secours exiger fait nom.,,2044,2025-05-09,export_bancaire_20250511.csv
2045,2025-03-26,VIR REF EXP202502045,TAUX 1.2745 - Dos Santos,7157.29,,Subir portier prier souhaiter chaud.,,2045,2025-03-24,export_bancaire_20250326.csv
2046,2024-11-24,DD Révision contrat,ERREUR REF - KTN###,1122.82,,,,2046,2024-11-25,export_bancaire_20241124.csv
2047,2024-03-20,PRELEVEMENT SEPA,OPERATION MANUELLE,2047.19,,Libre choisir passage l'une cent papier avec.,,2047,2024-03-20,export_bancaire_20240320.csv
2048,2025-04-19,DD REF EXP202296221,ERREUR REF - nYq###,750.23,,,,2048,2025-04-17,export_bancaire_20250419.csv
2049,2024-08-07,VIREMENT EXTERNE,OPERATION MANUELLE,549.75,,Divers tantôt entraîner patron toujours perdre.,,2049,2024-08-05,export_bancaire_20240807.csv
2050,2026-05-12,CARTE ETRANGERE CAD,TAUX 1.3358 - Jacquot,497.92,,,,2050,2026-05-11,export_bancaire_20260512.csv
2051,2025-03-26,PAIEMENT AUTOMATIQUE,AUCUNE REFERENCE,807.28,,Lequel révolution joue jouer auprès rue.,,2051,2025-03-27,export_bancaire_20250326.csv
2052,2024-01-31,VIREMENT  EXP202402052,TAUX 0.8588 - Colin-sur-Perret,245.23,,,,2052,2024-02-01,export_bancaire_20240131.csv
2053,2024-08-02,CHÈQUE  EXP202402053,REF: EXP202402053,2917.01,,Paysan école service oeil représenter aventure escalier.,,2053,2024-08-03,export_bancaire_20240802.csv
2054,2024-11-30,PRÉLÈVEMENT AUTO Abonnements,TAUX 1.2127 - Royer-sur-Paris,1331.87,,,,2054,2024-11-30,export_bancaire_20241130.csv
2055,2025-01-22,CB  LinkedIn Recruiter,TAUX 1.2408 - Guibert,153.28,,,,2055,2025-01-22,export_bancaire_20250122.csv
2056,2025-09-17,REMBOURSEMENT - DECAISSEMENT,JZa-###,,10069.79,,,2056,2025-09-15,export_bancaire_20250917.csv
2057,2025-07-15,VIREMENT  EXP202502057,TAUX 1.3996 - Vallée,1430.39,,,,2057,2025-07-16,export_bancaire_20250715.csv
2058,2026-02-14,OPERATION DIVERSE,qXs-###,2739.66,,,,2058,2026-02-13,export_bancaire_20260214.csv
2059,2024-10-26,PAIEMENT CB Services_Publiques,REF: EXP202402059,581.65,,Digne me mettre personnage.,,2059,2024-10-24,export_bancaire_20241026.csv
2060,2025-04-30,CB  Workday,REF: EXP202402060,534.01,,,,2060,2025-04-29,export_bancaire_20250430.csv
2061,2025-03-17,RÉCURRENCE Adobe Creative Cloud,REF: EXP202502061,777.19,,,,2061,2025-03-18,export_bancaire_20250317.csv
